region_id,date,disease_code,outbreak_occurred,outbreak_severity,days_until_outbreak,contributing_factors
32,2020-01-01,B16,0,none,9,none
32,2020-01-01,A39.9,0,none,16,none
32,2020-01-01,E11,0,none,8,none
32,2020-01-01,I10,0,none,12,none
32,2020-01-01,K29.7,1,high,0,"environmental,seasonal"
33,2020-01-01,A90,0,none,22,none
33,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
33,2020-01-01,B05,0,none,12,none
33,2020-01-01,J18.9,0,none,25,none
33,2020-01-01,A09,0,none,12,none
33,2020-01-01,B16,1,high,0,"environmental,seasonal"
33,2020-01-01,A39.9,0,none,26,none
33,2020-01-01,I10,0,none,13,none
33,2020-01-01,J45.9,0,none,8,none
34,2020-01-01,A90,0,none,12,none
34,2020-01-01,B50.0,0,none,21,none
34,2020-01-01,U07.1,1,high,0,"environmental,seasonal"
34,2020-01-01,E11,0,none,23,none
34,2020-01-01,K29.7,0,none,24,none
34,2020-01-01,J45.9,0,none,7,none
35,2020-01-01,J10.1,0,none,27,none
35,2020-01-01,B05,0,none,20,none
35,2020-01-01,A09,0,none,11,none
35,2020-01-01,A37.9,0,none,23,none
35,2020-01-01,B16,0,none,8,none
36,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
36,2020-01-01,A00.9,0,none,15,none
36,2020-01-01,J18.9,1,high,0,"environmental,seasonal"
36,2020-01-01,A09,0,none,13,none
36,2020-01-01,A39.9,0,none,24,none
36,2020-01-01,K29.7,0,none,24,none
37,2020-01-01,U07.1,0,none,11,none
37,2020-01-01,E11,0,none,16,none
38,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
38,2020-01-01,U07.1,0,none,11,none
38,2020-01-01,K29.7,0,none,7,none
38,2020-01-01,J45.9,0,none,18,none
39,2020-01-01,A90,0,none,18,none
39,2020-01-01,A00.9,0,none,25,none
39,2020-01-01,A09,0,none,27,none
39,2020-01-01,B16,0,none,15,none
39,2020-01-01,A39.9,0,none,26,none
40,2020-01-01,B50.0,0,none,14,none
40,2020-01-01,J10.1,0,none,12,none
40,2020-01-01,A09,0,none,19,none
40,2020-01-01,B16,0,none,22,none
40,2020-01-01,E11,0,none,20,none
40,2020-01-01,I10,0,none,26,none
41,2020-01-01,J18.9,0,none,8,none
41,2020-01-01,A39.9,0,none,24,none
41,2020-01-01,I10,0,none,20,none
42,2020-01-01,A90,0,none,20,none
42,2020-01-01,U07.1,1,high,0,"environmental,seasonal"
42,2020-01-01,A09,0,none,22,none
42,2020-01-01,A39.9,0,none,22,none
42,2020-01-01,E11,0,none,28,none
42,2020-01-01,I10,0,none,23,none
42,2020-01-01,K29.7,0,none,27,none
42,2020-01-01,J45.9,0,none,19,none
43,2020-01-01,A90,0,none,27,none
43,2020-01-01,B05,0,none,17,none
43,2020-01-01,J18.9,0,none,19,none
43,2020-01-01,B16,0,none,16,none
43,2020-01-01,E11,0,none,12,none
43,2020-01-01,I10,0,none,29,none
44,2020-01-01,A90,0,none,13,none
44,2020-01-01,A37.9,0,none,19,none
44,2020-01-01,J45.9,0,none,17,none
45,2020-01-01,B50.0,0,none,16,none
45,2020-01-01,A09,0,none,28,none
45,2020-01-01,A37.9,0,none,13,none
45,2020-01-01,B16,0,none,17,none
45,2020-01-01,K29.7,0,none,17,none
45,2020-01-01,J45.9,0,none,11,none
46,2020-01-01,B50.0,0,none,24,none
46,2020-01-01,A00.9,0,none,19,none
46,2020-01-01,A37.9,0,none,27,none
46,2020-01-01,B16,0,none,25,none
47,2020-01-01,B50.0,0,none,16,none
47,2020-01-01,U07.1,0,none,19,none
47,2020-01-01,J45.9,0,none,16,none
48,2020-01-01,A90,0,none,13,none
48,2020-01-01,J10.1,0,none,7,none
48,2020-01-01,U07.1,0,none,21,none
48,2020-01-01,J18.9,0,none,8,none
49,2020-01-01,A90,0,none,13,none
49,2020-01-01,A09,0,none,14,none
49,2020-01-01,E11,1,high,0,"environmental,seasonal"
49,2020-01-01,I10,0,none,26,none
49,2020-01-01,J45.9,0,none,7,none
50,2020-01-01,A90,0,none,29,none
50,2020-01-01,B50.0,0,none,27,none
50,2020-01-01,J10.1,0,none,8,none
50,2020-01-01,J18.9,0,none,13,none
50,2020-01-01,A39.9,0,none,18,none
50,2020-01-01,E11,0,none,23,none
50,2020-01-01,K29.7,0,none,14,none
51,2020-01-01,A90,0,none,17,none
51,2020-01-01,A00.9,0,none,17,none
51,2020-01-01,U07.1,0,none,29,none
51,2020-01-01,A09,0,none,20,none
51,2020-01-01,B16,0,none,14,none
51,2020-01-01,E11,0,none,13,none
51,2020-01-01,K29.7,0,none,24,none
51,2020-01-01,J45.9,0,none,25,none
52,2020-01-01,B50.0,0,none,8,none
52,2020-01-01,A00.9,0,none,16,none
52,2020-01-01,J10.1,0,none,12,none
52,2020-01-01,J18.9,0,none,13,none
52,2020-01-01,A09,0,none,22,none
53,2020-01-01,J10.1,0,none,13,none
53,2020-01-01,A37.9,0,none,14,none
53,2020-01-01,K29.7,0,none,23,none
53,2020-01-01,J45.9,0,none,13,none
54,2020-01-01,B50.0,0,none,7,none
54,2020-01-01,A00.9,1,high,0,"environmental,seasonal"
54,2020-01-01,A37.9,0,none,16,none
54,2020-01-01,B16,0,none,25,none
54,2020-01-01,A39.9,0,none,8,none
55,2020-01-01,B50.0,0,none,29,none
55,2020-01-01,J10.1,0,none,24,none
55,2020-01-01,E11,0,none,17,none
55,2020-01-01,I10,0,none,11,none
56,2020-01-01,B50.0,0,none,29,none
56,2020-01-01,A09,0,none,9,none
56,2020-01-01,B16,0,none,10,none
56,2020-01-01,A39.9,0,none,26,none
56,2020-01-01,I10,0,none,19,none
56,2020-01-01,K29.7,0,none,21,none
57,2020-01-01,A39.9,0,none,20,none
57,2020-01-01,E11,0,none,21,none
58,2020-01-01,U07.1,1,high,0,"environmental,seasonal"
58,2020-01-01,J18.9,0,none,20,none
58,2020-01-01,A09,0,none,9,none
59,2020-01-01,B50.0,0,none,21,none
59,2020-01-01,A00.9,0,none,28,none
59,2020-01-01,J18.9,0,none,24,none
59,2020-01-01,B16,0,none,9,none
60,2020-01-01,B50.0,0,none,25,none
60,2020-01-01,J18.9,0,none,23,none
60,2020-01-01,A39.9,0,none,26,none
60,2020-01-01,E11,0,none,18,none
60,2020-01-01,I10,1,high,0,"environmental,seasonal"
61,2020-01-01,B50.0,0,none,28,none
61,2020-01-01,U07.1,0,none,23,none
61,2020-01-01,B05,0,none,10,none
61,2020-01-01,K29.7,0,none,8,none
61,2020-01-01,J45.9,0,none,25,none
62,2020-01-01,U07.1,0,none,12,none
62,2020-01-01,A09,0,none,24,none
62,2020-01-01,A39.9,0,none,23,none
62,2020-01-01,J45.9,1,high,0,"environmental,seasonal"
63,2020-01-01,B50.0,0,none,8,none
63,2020-01-01,A00.9,0,none,24,none
63,2020-01-01,A09,0,none,11,none
63,2020-01-01,E11,1,high,0,"environmental,seasonal"
64,2020-01-01,A09,0,none,9,none
64,2020-01-01,I10,0,none,25,none
65,2020-01-01,U07.1,0,none,7,none
65,2020-01-01,B05,0,none,19,none
65,2020-01-01,J18.9,0,none,16,none
65,2020-01-01,A37.9,0,none,17,none
65,2020-01-01,B16,0,none,28,none
66,2020-01-01,A90,0,none,23,none
66,2020-01-01,B50.0,0,none,29,none
66,2020-01-01,J10.1,0,none,11,none
66,2020-01-01,U07.1,0,none,16,none
66,2020-01-01,E11,0,none,9,none
67,2020-01-01,A90,0,none,16,none
67,2020-01-01,A00.9,0,none,15,none
67,2020-01-01,B05,0,none,17,none
67,2020-01-01,J18.9,0,none,26,none
67,2020-01-01,I10,0,none,13,none
67,2020-01-01,K29.7,0,none,17,none
68,2020-01-01,B50.0,0,none,14,none
68,2020-01-01,U07.1,0,none,13,none
68,2020-01-01,B05,0,none,25,none
68,2020-01-01,J18.9,0,none,29,none
68,2020-01-01,B16,0,none,14,none
68,2020-01-01,A39.9,0,none,20,none
68,2020-01-01,J45.9,0,none,17,none
69,2020-01-01,J10.1,1,high,0,"environmental,seasonal"
69,2020-01-01,U07.1,0,none,10,none
69,2020-01-01,B05,0,none,17,none
69,2020-01-01,J18.9,0,none,16,none
70,2020-01-01,B50.0,0,none,14,none
70,2020-01-01,U07.1,0,none,15,none
70,2020-01-01,J18.9,0,none,17,none
70,2020-01-01,A09,0,none,13,none
70,2020-01-01,A39.9,0,none,9,none
70,2020-01-01,J45.9,0,none,22,none
71,2020-01-01,A90,0,none,19,none
71,2020-01-01,J10.1,0,none,16,none
71,2020-01-01,B05,0,none,15,none
71,2020-01-01,A09,1,high,0,"environmental,seasonal"
71,2020-01-01,B16,0,none,23,none
71,2020-01-01,A39.9,0,none,11,none
72,2020-01-01,B50.0,0,none,9,none
72,2020-01-01,J18.9,1,high,0,"environmental,seasonal"
72,2020-01-01,A39.9,0,none,22,none
72,2020-01-01,E11,0,none,16,none
72,2020-01-01,K29.7,0,none,28,none
72,2020-01-01,J45.9,0,none,16,none
73,2020-01-01,B50.0,0,none,25,none
73,2020-01-01,J10.1,0,none,13,none
73,2020-01-01,B16,0,none,15,none
73,2020-01-01,J45.9,0,none,8,none
74,2020-01-01,B05,0,none,17,none
74,2020-01-01,J18.9,0,none,17,none
74,2020-01-01,A09,1,high,0,"environmental,seasonal"
74,2020-01-01,B16,0,none,10,none
75,2020-01-01,A90,0,none,25,none
75,2020-01-01,A00.9,0,none,9,none
75,2020-01-01,U07.1,0,none,21,none
75,2020-01-01,B16,0,none,11,none
75,2020-01-01,A39.9,1,high,0,"environmental,seasonal"
75,2020-01-01,E11,0,none,11,none
76,2020-01-01,A90,0,none,14,none
76,2020-01-01,B05,0,none,11,none
76,2020-01-01,A09,0,none,19,none
76,2020-01-01,A37.9,0,none,23,none
76,2020-01-01,I10,0,none,9,none
77,2020-01-01,B50.0,0,none,25,none
77,2020-01-01,A00.9,0,none,19,none
77,2020-01-01,J18.9,0,none,22,none
78,2020-01-01,A90,0,none,28,none
78,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
78,2020-01-01,B05,0,none,8,none
78,2020-01-01,J18.9,0,none,19,none
78,2020-01-01,A09,0,none,15,none
78,2020-01-01,A39.9,0,none,10,none
78,2020-01-01,E11,1,high,0,"environmental,seasonal"
79,2020-01-01,B50.0,0,none,21,none
79,2020-01-01,A00.9,0,none,9,none
79,2020-01-01,J10.1,1,high,0,"environmental,seasonal"
79,2020-01-01,U07.1,1,high,0,"environmental,seasonal"
79,2020-01-01,B05,0,none,23,none
79,2020-01-01,B16,0,none,19,none
79,2020-01-01,K29.7,0,none,15,none
80,2020-01-01,A90,0,none,28,none
80,2020-01-01,B50.0,0,none,11,none
80,2020-01-01,A00.9,0,none,23,none
80,2020-01-01,J18.9,0,none,16,none
80,2020-01-01,A39.9,0,none,21,none
80,2020-01-01,J45.9,0,none,17,none
81,2020-01-01,A00.9,0,none,26,none
81,2020-01-01,A37.9,1,high,0,"environmental,seasonal"
81,2020-01-01,B16,0,none,27,none
81,2020-01-01,A39.9,0,none,23,none
81,2020-01-01,E11,1,high,0,"environmental,seasonal"
82,2020-01-01,B50.0,0,none,21,none
82,2020-01-01,J10.1,0,none,10,none
82,2020-01-01,U07.1,0,none,7,none
82,2020-01-01,A09,0,none,21,none
82,2020-01-01,A37.9,0,none,12,none
82,2020-01-01,B16,0,none,27,none
82,2020-01-01,A39.9,0,none,22,none
83,2020-01-01,U07.1,0,none,14,none
83,2020-01-01,B05,0,none,22,none
83,2020-01-01,J18.9,0,none,10,none
83,2020-01-01,A39.9,0,none,26,none
83,2020-01-01,J45.9,0,none,26,none
84,2020-01-01,U07.1,0,none,21,none
84,2020-01-01,B05,0,none,14,none
84,2020-01-01,J45.9,0,none,27,none
85,2020-01-01,A37.9,0,none,22,none
86,2020-01-01,J10.1,0,none,9,none
86,2020-01-01,J18.9,0,none,22,none
86,2020-01-01,A39.9,0,none,24,none
86,2020-01-01,E11,0,none,15,none
86,2020-01-01,J45.9,0,none,13,none
87,2020-01-01,A00.9,0,none,13,none
87,2020-01-01,A37.9,0,none,27,none
87,2020-01-01,A39.9,1,high,0,"environmental,seasonal"
87,2020-01-01,I10,0,none,16,none
87,2020-01-01,J45.9,0,none,19,none
88,2020-01-01,U07.1,0,none,17,none
88,2020-01-01,A37.9,0,none,25,none
88,2020-01-01,A39.9,0,none,25,none
88,2020-01-01,E11,0,none,9,none
89,2020-01-01,B50.0,0,none,25,none
89,2020-01-01,A00.9,0,none,18,none
89,2020-01-01,A39.9,0,none,22,none
90,2020-01-01,J10.1,0,none,18,none
90,2020-01-01,A09,0,none,24,none
91,2020-01-01,J10.1,0,none,21,none
91,2020-01-01,U07.1,0,none,8,none
91,2020-01-01,B05,0,none,13,none
91,2020-01-01,J18.9,0,none,20,none
91,2020-01-01,A09,0,none,14,none
91,2020-01-01,I10,0,none,11,none
91,2020-01-01,J45.9,0,none,7,none
92,2020-01-01,A90,0,none,11,none
92,2020-01-01,B50.0,0,none,7,none
92,2020-01-01,A00.9,0,none,19,none
92,2020-01-01,B05,1,high,0,"environmental,seasonal"
92,2020-01-01,B16,0,none,14,none
92,2020-01-01,A39.9,0,none,12,none
93,2020-01-01,A90,0,none,22,none
93,2020-01-01,A09,0,none,9,none
93,2020-01-01,A37.9,0,none,22,none
93,2020-01-01,A39.9,0,none,7,none
93,2020-01-01,E11,0,none,7,none
93,2020-01-01,K29.7,0,none,13,none
94,2020-01-01,A00.9,0,none,7,none
94,2020-01-01,E11,0,none,27,none
95,2020-01-01,A00.9,0,none,14,none
95,2020-01-01,B05,0,none,21,none
95,2020-01-01,A37.9,0,none,23,none
95,2020-01-01,I10,0,none,15,none
95,2020-01-01,K29.7,0,none,11,none
95,2020-01-01,J45.9,0,none,28,none
96,2020-01-01,A09,0,none,7,none
96,2020-01-01,E11,0,none,28,none
97,2020-01-01,A90,0,none,9,none
97,2020-01-01,B50.0,0,none,11,none
97,2020-01-01,A00.9,0,none,13,none
97,2020-01-01,J18.9,0,none,21,none
97,2020-01-01,A09,0,none,23,none
97,2020-01-01,A37.9,0,none,18,none
97,2020-01-01,I10,0,none,11,none
97,2020-01-01,K29.7,0,none,24,none
97,2020-01-01,J45.9,0,none,16,none
98,2020-01-01,U07.1,0,none,18,none
98,2020-01-01,J18.9,0,none,18,none
98,2020-01-01,B16,0,none,15,none
98,2020-01-01,E11,0,none,28,none
99,2020-01-01,A09,0,none,13,none
99,2020-01-01,B16,0,none,24,none
99,2020-01-01,E11,1,high,0,"environmental,seasonal"
100,2020-01-01,A00.9,0,none,26,none
100,2020-01-01,J18.9,0,none,27,none
101,2020-01-01,A90,0,none,16,none
101,2020-01-01,J10.1,0,none,17,none
101,2020-01-01,A09,0,none,21,none
101,2020-01-01,B16,0,none,12,none
101,2020-01-01,E11,0,none,16,none
101,2020-01-01,I10,0,none,18,none
101,2020-01-01,K29.7,0,none,16,none
102,2020-01-01,A90,0,none,14,none
102,2020-01-01,A39.9,0,none,29,none
102,2020-01-01,E11,0,none,8,none
102,2020-01-01,I10,0,none,26,none
102,2020-01-01,K29.7,0,none,29,none
102,2020-01-01,J45.9,0,none,28,none
103,2020-01-01,A90,0,none,15,none
103,2020-01-01,A00.9,0,none,19,none
103,2020-01-01,J18.9,0,none,20,none
103,2020-01-01,A37.9,0,none,17,none
103,2020-01-01,I10,0,none,8,none
104,2020-01-01,B50.0,0,none,8,none
104,2020-01-01,J10.1,0,none,27,none
104,2020-01-01,U07.1,0,none,11,none
104,2020-01-01,J45.9,0,none,17,none
105,2020-01-01,A37.9,0,none,21,none
105,2020-01-01,A39.9,0,none,19,none
106,2020-01-01,J10.1,0,none,22,none
106,2020-01-01,B05,0,none,16,none
106,2020-01-01,A39.9,0,none,18,none
106,2020-01-01,E11,0,none,13,none
107,2020-01-01,A00.9,1,high,0,"environmental,seasonal"
107,2020-01-01,J10.1,0,none,25,none
107,2020-01-01,A09,0,none,7,none
107,2020-01-01,B16,0,none,28,none
107,2020-01-01,I10,0,none,28,none
107,2020-01-01,J45.9,0,none,19,none
108,2020-01-01,B05,0,none,8,none
108,2020-01-01,J18.9,0,none,14,none
108,2020-01-01,A37.9,0,none,12,none
108,2020-01-01,A39.9,0,none,15,none
108,2020-01-01,K29.7,0,none,20,none
109,2020-01-01,J10.1,0,none,15,none
109,2020-01-01,B05,0,none,13,none
109,2020-01-01,I10,0,none,9,none
109,2020-01-01,K29.7,0,none,21,none
110,2020-01-01,U07.1,0,none,10,none
110,2020-01-01,E11,0,none,25,none
110,2020-01-01,I10,0,none,10,none
111,2020-01-01,B50.0,0,none,11,none
111,2020-01-01,A00.9,1,high,0,"environmental,seasonal"
111,2020-01-01,U07.1,0,none,15,none
111,2020-01-01,A09,1,high,0,"environmental,seasonal"
111,2020-01-01,K29.7,0,none,18,none
112,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
112,2020-01-01,U07.1,0,none,19,none
112,2020-01-01,A09,0,none,27,none
112,2020-01-01,A37.9,0,none,23,none
113,2020-01-01,U07.1,0,none,16,none
113,2020-01-01,B05,0,none,7,none
113,2020-01-01,A09,0,none,10,none
113,2020-01-01,A37.9,0,none,14,none
113,2020-01-01,A39.9,0,none,10,none
113,2020-01-01,J45.9,0,none,28,none
114,2020-01-01,B50.0,0,none,11,none
114,2020-01-01,J10.1,0,none,16,none
114,2020-01-01,A37.9,1,high,0,"environmental,seasonal"
115,2020-01-01,A90,0,none,29,none
115,2020-01-01,B50.0,0,none,28,none
115,2020-01-01,B05,0,none,28,none
115,2020-01-01,J18.9,0,none,16,none
116,2020-01-01,B50.0,0,none,12,none
116,2020-01-01,A00.9,0,none,23,none
116,2020-01-01,A09,0,none,19,none
116,2020-01-01,A39.9,0,none,27,none
116,2020-01-01,I10,0,none,18,none
116,2020-01-01,K29.7,0,none,19,none
116,2020-01-01,J45.9,0,none,16,none
117,2020-01-01,A90,0,none,17,none
117,2020-01-01,B50.0,0,none,27,none
118,2020-01-01,J10.1,0,none,12,none
118,2020-01-01,B05,0,none,23,none
118,2020-01-01,A37.9,0,none,12,none
118,2020-01-01,I10,0,none,24,none
119,2020-01-01,J10.1,0,none,19,none
119,2020-01-01,B05,0,none,20,none
119,2020-01-01,J18.9,0,none,7,none
119,2020-01-01,A09,0,none,14,none
119,2020-01-01,I10,0,none,15,none
120,2020-01-01,A90,0,none,25,none
120,2020-01-01,B50.0,0,none,24,none
120,2020-01-01,J10.1,0,none,29,none
120,2020-01-01,J18.9,0,none,17,none
120,2020-01-01,A09,0,none,27,none
120,2020-01-01,B16,0,none,16,none
120,2020-01-01,E11,0,none,8,none
121,2020-01-01,A00.9,0,none,17,none
121,2020-01-01,U07.1,0,none,20,none
121,2020-01-01,I10,0,none,28,none
121,2020-01-01,J45.9,0,none,25,none
122,2020-01-01,A90,0,none,27,none
122,2020-01-01,J18.9,0,none,7,none
122,2020-01-01,A09,0,none,15,none
123,2020-01-01,B50.0,0,none,20,none
123,2020-01-01,U07.1,0,none,22,none
123,2020-01-01,J18.9,0,none,14,none
123,2020-01-01,A37.9,0,none,19,none
123,2020-01-01,J45.9,0,none,19,none
124,2020-01-01,J10.1,0,none,15,none
124,2020-01-01,B05,0,none,16,none
124,2020-01-01,A37.9,0,none,18,none
124,2020-01-01,B16,0,none,29,none
124,2020-01-01,K29.7,0,none,23,none
125,2020-01-01,A00.9,0,none,22,none
125,2020-01-01,J10.1,0,none,27,none
125,2020-01-01,U07.1,0,none,22,none
125,2020-01-01,J18.9,0,none,8,none
125,2020-01-01,A09,0,none,19,none
125,2020-01-01,A37.9,0,none,14,none
125,2020-01-01,A39.9,0,none,12,none
125,2020-01-01,E11,0,none,19,none
125,2020-01-01,J45.9,0,none,11,none
126,2020-01-01,B50.0,0,none,29,none
126,2020-01-01,J10.1,0,none,7,none
126,2020-01-01,B05,0,none,27,none
126,2020-01-01,A09,0,none,8,none
126,2020-01-01,K29.7,1,high,0,"environmental,seasonal"
127,2020-01-01,B50.0,1,high,0,"environmental,seasonal"
127,2020-01-01,U07.1,1,high,0,"environmental,seasonal"
127,2020-01-01,B16,1,high,0,"environmental,seasonal"
127,2020-01-01,A39.9,0,none,20,none
127,2020-01-01,I10,0,none,15,none
127,2020-01-01,K29.7,0,none,19,none
127,2020-01-01,J45.9,1,high,0,"environmental,seasonal"
128,2020-01-01,U07.1,0,none,7,none
128,2020-01-01,B05,0,none,12,none
128,2020-01-01,J18.9,0,none,7,none
128,2020-01-01,A37.9,1,high,0,"environmental,seasonal"
128,2020-01-01,K29.7,0,none,7,none
129,2020-01-01,A00.9,0,none,22,none
129,2020-01-01,J10.1,0,none,15,none
129,2020-01-01,B05,0,none,13,none
129,2020-01-01,A09,0,none,22,none
