date,region_id,disease_code,disease_name,case_count,severity_avg,population_normalized_rate
2024-10-01,86,A09,Gastroenteritis,6,1.9,1.37
2024-10-01,87,U07.1,COVID-19,11,2.61,1.96
2024-10-01,87,A15,Tuberculosis,0,3.25,0.0
2024-10-01,87,A09,Gastroenteritis,7,1.99,1.25
2024-10-01,88,A01,Typhoid Fever,0,2.51,0.0
2024-10-01,88,B50,Malaria,5,2.4,0.78
2024-10-01,88,J10,Influenza,10,2.56,1.55
2024-10-01,89,A01,Typhoid Fever,7,1.86,4.1
2024-10-01,89,J18,Pneumonia,5,2.04,2.93
2024-10-01,89,B50,Malaria,0,2.99,0.0
2024-10-01,90,J18,Pneumonia,0,2.62,0.0
2024-10-01,90,A90,Dengue Fever,0,1.98,0.0
2024-10-01,90,A15,Tuberculosis,0,2.74,0.0
2024-10-01,91,A90,Dengue Fever,0,3.27,0.0
2024-10-01,91,U07.1,COVID-19,12,3.08,3.22
2024-10-01,91,A01,Typhoid Fever,0,2.86,0.0
2024-10-01,92,A09,Gastroenteritis,6,2.08,1.19
2024-10-01,92,J10,Influenza,14,2.81,2.77
2024-10-01,92,A00,Cholera,0,2.03,0.0
2024-10-01,93,A01,Typhoid Fever,0,2.56,0.0
2024-10-01,93,B15,Hepatitis A,0,2.71,0.0
2024-10-01,93,J10,Influenza,9,2.8,2.32
2024-10-01,94,J18,Pneumonia,6,2.45,1.36
2024-10-01,94,A15,Tuberculosis,5,1.87,1.14
2024-10-01,94,A00,Cholera,0,3.05,0.0
2024-10-01,95,A90,Dengue Fever,5,2.52,2.42
2024-10-01,95,A00,Cholera,0,3.0,0.0
2024-10-01,95,A15,Tuberculosis,0,2.57,0.0
2024-10-01,96,B15,Hepatitis A,0,2.76,0.0
2024-10-01,96,J18,Pneumonia,6,2.6,2.14
2024-10-01,96,A01,Typhoid Fever,0,2.49,0.0
2024-10-01,97,A90,Dengue Fever,6,1.94,1.59
2024-10-01,97,J18,Pneumonia,5,3.04,1.33
2024-10-01,97,B50,Malaria,0,2.39,0.0
2024-10-01,98,J18,Pneumonia,9,3.09,1.41
2024-10-01,98,U07.1,COVID-19,10,2.29,1.56
2024-10-01,98,A09,Gastroenteritis,10,3.27,1.56
2024-10-01,99,A09,Gastroenteritis,11,3.01,1.85
2024-10-01,99,B15,Hepatitis A,0,2.74,0.0
2024-10-01,99,J10,Influenza,14,3.28,2.35
2024-10-01,100,J10,Influenza,11,1.95,8.22
2024-10-01,100,A01,Typhoid Fever,6,3.36,4.48
2024-10-01,100,A09,Gastroenteritis,6,2.2,4.48
2024-10-02,1,U07.1,COVID-19,14,2.62,4.46
2024-10-02,1,J10,Influenza,11,3.28,3.5
2024-10-02,1,B15,Hepatitis A,0,3.25,0.0
2024-10-02,2,J10,Influenza,10,2.11,8.99
2024-10-02,2,A00,Cholera,0,2.63,0.0
2024-10-02,2,A15,Tuberculosis,5,2.25,4.49
2024-10-02,3,J10,Influenza,8,3.08,1.23
2024-10-02,3,J18,Pneumonia,9,2.27,1.38
2024-10-02,3,A00,Cholera,0,2.94,0.0
2024-10-02,4,B15,Hepatitis A,0,2.73,0.0
2024-10-02,4,A15,Tuberculosis,0,1.99,0.0
2024-10-02,4,A00,Cholera,0,2.82,0.0
2024-10-02,5,A00,Cholera,0,2.4,0.0
2024-10-02,5,A15,Tuberculosis,5,2.57,1.1
2024-10-02,5,A01,Typhoid Fever,5,3.29,1.1
2024-10-02,6,A09,Gastroenteritis,7,2.21,1.47
2024-10-02,6,B15,Hepatitis A,0,2.2,0.0
2024-10-02,6,A15,Tuberculosis,5,3.1,1.05
2024-10-02,7,J18,Pneumonia,5,3.1,1.78
2024-10-02,7,A90,Dengue Fever,0,3.28,0.0
2024-10-02,7,B50,Malaria,0,3.3,0.0
2024-10-02,8,B15,Hepatitis A,0,2.23,0.0
2024-10-02,8,U07.1,COVID-19,11,2.8,5.92
2024-10-02,8,J18,Pneumonia,7,2.75,3.77
2024-10-02,9,A09,Gastroenteritis,10,1.99,2.78
2024-10-02,9,J18,Pneumonia,5,2.0,1.39
2024-10-02,9,B15,Hepatitis A,0,1.87,0.0
2024-10-02,10,B50,Malaria,5,2.66,0.89
2024-10-02,10,U07.1,COVID-19,7,3.05,1.24
2024-10-02,10,J10,Influenza,12,2.13,2.12
2024-10-02,11,J10,Influenza,7,2.34,1.7
2024-10-02,11,A90,Dengue Fever,6,2.95,1.46
2024-10-02,11,B15,Hepatitis A,0,2.49,0.0
2024-10-02,12,A00,Cholera,0,3.15,0.0
2024-10-02,12,J10,Influenza,8,1.84,1.33
2024-10-02,12,U07.1,COVID-19,14,2.31,2.32
2024-10-02,13,A00,Cholera,0,2.67,0.0
2024-10-02,13,A01,Typhoid Fever,0,3.33,0.0
2024-10-02,13,J18,Pneumonia,0,2.71,0.0
2024-10-02,14,J10,Influenza,7,1.95,3.11
2024-10-02,14,U07.1,COVID-19,11,2.15,4.89
2024-10-02,14,A09,Gastroenteritis,12,2.78,5.33
2024-10-02,15,A01,Typhoid Fever,0,1.81,0.0
2024-10-02,15,A00,Cholera,0,2.5,0.0
2024-10-02,15,U07.1,COVID-19,14,3.16,2.68
2024-10-02,16,A09,Gastroenteritis,6,3.16,6.52
2024-10-02,16,A00,Cholera,0,2.94,0.0
2024-10-02,16,B15,Hepatitis A,0,2.04,0.0
2024-10-02,17,J18,Pneumonia,8,3.02,1.83
2024-10-02,17,J10,Influenza,9,3.21,2.06
2024-10-02,17,A90,Dengue Fever,5,2.5,1.14
2024-10-02,18,B15,Hepatitis A,0,2.6,0.0
2024-10-02,18,A15,Tuberculosis,6,2.42,1.68
2024-10-02,18,J10,Influenza,13,2.77,3.65
2024-10-02,19,A15,Tuberculosis,6,3.14,0.98
2024-10-02,19,A01,Typhoid Fever,6,2.07,0.98
2024-10-02,19,B50,Malaria,0,2.13,0.0
2024-10-02,20,A15,Tuberculosis,0,2.2,0.0
2024-10-02,20,J10,Influenza,10,3.24,1.57
2024-10-02,20,J18,Pneumonia,7,2.76,1.1
2024-10-02,21,A09,Gastroenteritis,6,2.52,1.49
2024-10-02,21,A90,Dengue Fever,8,1.84,1.99
2024-10-02,21,A00,Cholera,0,2.38,0.0
2024-10-02,22,A90,Dengue Fever,7,2.51,4.59
2024-10-02,22,A09,Gastroenteritis,11,1.94,7.21
2024-10-02,22,J18,Pneumonia,6,2.36,3.93
2024-10-02,23,U07.1,COVID-19,12,2.05,1.89
2024-10-02,23,A15,Tuberculosis,0,3.17,0.0
2024-10-02,23,J10,Influenza,14,2.76,2.21
2024-10-02,24,A00,Cholera,0,1.88,0.0
2024-10-02,24,A90,Dengue Fever,0,1.94,0.0
2024-10-02,24,J18,Pneumonia,5,1.95,1.23
2024-10-02,25,B15,Hepatitis A,0,2.64,0.0
2024-10-02,25,A90,Dengue Fever,0,2.52,0.0
2024-10-02,25,U07.1,COVID-19,9,2.03,6.12
2024-10-02,26,J18,Pneumonia,5,2.46,1.56
2024-10-02,26,U07.1,COVID-19,7,2.63,2.19
2024-10-02,26,A01,Typhoid Fever,0,3.19,0.0
2024-10-02,27,J10,Influenza,10,2.68,1.7
2024-10-02,27,A90,Dengue Fever,5,3.23,0.85
2024-10-02,27,A01,Typhoid Fever,0,1.83,0.0
2024-10-02,28,A00,Cholera,0,2.23,0.0
2024-10-02,28,B50,Malaria,0,2.65,0.0
2024-10-02,28,B15,Hepatitis A,0,2.69,0.0
2024-10-02,29,A15,Tuberculosis,6,3.29,4.39
2024-10-02,29,A01,Typhoid Fever,0,3.06,0.0
2024-10-02,29,B15,Hepatitis A,0,3.17,0.0
2024-10-02,30,U07.1,COVID-19,13,2.61,4.63
2024-10-02,30,B15,Hepatitis A,0,2.43,0.0
2024-10-02,30,A90,Dengue Fever,0,1.88,0.0
2024-10-02,31,A01,Typhoid Fever,7,3.13,4.4
2024-10-02,31,J10,Influenza,10,2.54,6.29
2024-10-02,31,A00,Cholera,0,2.08,0.0
2024-10-02,32,B50,Malaria,5,3.01,1.53
2024-10-02,32,A00,Cholera,0,3.37,0.0
2024-10-02,32,A01,Typhoid Fever,0,1.8,0.0
2024-10-02,33,A09,Gastroenteritis,11,2.68,13.37
2024-10-02,33,B15,Hepatitis A,0,2.45,0.0
2024-10-02,33,J10,Influenza,14,2.55,17.02
2024-10-02,34,B15,Hepatitis A,0,2.64,0.0
2024-10-02,34,A15,Tuberculosis,5,2.07,0.75
2024-10-02,34,J18,Pneumonia,7,2.0,1.06
2024-10-02,35,A90,Dengue Fever,6,3.39,0.93
2024-10-02,35,A00,Cholera,0,1.98,0.0
2024-10-02,35,B50,Malaria,0,2.41,0.0
2024-10-02,36,U07.1,COVID-19,10,2.58,1.57
2024-10-02,36,A15,Tuberculosis,0,2.14,0.0
2024-10-02,36,A90,Dengue Fever,8,2.82,1.26
2024-10-02,37,A01,Typhoid Fever,5,2.43,1.53
2024-10-02,37,A09,Gastroenteritis,7,1.83,2.14
2024-10-02,37,J10,Influenza,9,3.25,2.76
2024-10-02,38,U07.1,COVID-19,12,2.94,1.73
2024-10-02,38,A09,Gastroenteritis,10,3.21,1.45
2024-10-02,38,J18,Pneumonia,7,2.01,1.01
2024-10-02,39,A90,Dengue Fever,7,3.28,1.95
2024-10-02,39,A00,Cholera,0,2.4,0.0
2024-10-02,39,A01,Typhoid Fever,5,2.54,1.39
2024-10-02,40,J18,Pneumonia,8,2.27,1.19
2024-10-02,40,J10,Influenza,14,2.68,2.09
2024-10-02,40,B50,Malaria,0,3.29,0.0
2024-10-02,41,A09,Gastroenteritis,10,2.11,6.57
2024-10-02,41,B50,Malaria,5,2.07,3.29
2024-10-02,41,A15,Tuberculosis,0,2.03,0.0
2024-10-02,42,B15,Hepatitis A,0,2.62,0.0
2024-10-02,42,U07.1,COVID-19,15,2.63,2.36
2024-10-02,42,A90,Dengue Fever,0,2.52,0.0
2024-10-02,43,A15,Tuberculosis,6,2.32,2.98
2024-10-02,43,A09,Gastroenteritis,10,1.88,4.97
2024-10-02,43,J10,Influenza,14,2.74,6.96
2024-10-02,44,A09,Gastroenteritis,5,2.87,1.4
2024-10-02,44,J10,Influenza,14,2.97,3.92
2024-10-02,44,J18,Pneumonia,8,2.61,2.24
2024-10-02,45,A01,Typhoid Fever,6,2.97,1.62
2024-10-02,45,J18,Pneumonia,9,2.23,2.43
2024-10-02,45,A15,Tuberculosis,0,3.02,0.0
2024-10-02,46,A00,Cholera,0,2.43,0.0
2024-10-02,46,B50,Malaria,0,1.87,0.0
2024-10-02,46,J18,Pneumonia,0,3.33,0.0
2024-10-02,47,A00,Cholera,0,3.08,0.0
2024-10-02,47,J18,Pneumonia,5,2.48,0.72
2024-10-02,47,J10,Influenza,10,3.38,1.45
2024-10-02,48,A00,Cholera,0,3.17,0.0
2024-10-02,48,A90,Dengue Fever,0,2.96,0.0
2024-10-02,48,B50,Malaria,0,2.15,0.0
2024-10-02,49,A01,Typhoid Fever,0,2.87,0.0
2024-10-02,49,A09,Gastroenteritis,10,2.79,1.98
2024-10-02,49,B50,Malaria,0,3.16,0.0
2024-10-02,50,U07.1,COVID-19,15,2.86,5.65
2024-10-02,50,B15,Hepatitis A,0,2.05,0.0
2024-10-02,50,A15,Tuberculosis,6,2.63,2.26
2024-10-02,51,U07.1,COVID-19,5,2.49,1.47
2024-10-02,51,A00,Cholera,0,2.33,0.0
2024-10-02,51,B15,Hepatitis A,0,2.28,0.0
2024-10-02,52,J18,Pneumonia,6,1.97,1.07
2024-10-02,52,A90,Dengue Fever,0,2.69,0.0
2024-10-02,52,U07.1,COVID-19,8,3.21,1.42
2024-10-02,53,A00,Cholera,0,2.92,0.0
2024-10-02,53,A09,Gastroenteritis,10,2.46,6.54
2024-10-02,53,A01,Typhoid Fever,6,2.47,3.93
2024-10-02,54,A15,Tuberculosis,0,2.06,0.0
2024-10-02,54,U07.1,COVID-19,12,3.32,1.87
2024-10-02,54,B50,Malaria,0,3.04,0.0
2024-10-02,55,A90,Dengue Fever,8,2.49,2.23
2024-10-02,55,J18,Pneumonia,7,2.56,1.95
2024-10-02,55,B15,Hepatitis A,0,2.33,0.0
2024-10-02,56,A15,Tuberculosis,0,2.58,0.0
2024-10-02,56,B50,Malaria,0,3.28,0.0
2024-10-02,56,U07.1,COVID-19,11,2.74,5.47
2024-10-02,57,J18,Pneumonia,6,2.19,0.93
2024-10-02,57,J10,Influenza,8,2.34,1.24
2024-10-02,57,A00,Cholera,0,2.75,0.0
2024-10-02,58,B50,Malaria,0,3.07,0.0
2024-10-02,58,J10,Influenza,6,2.04,1.47
2024-10-02,58,B15,Hepatitis A,0,2.59,0.0
2024-10-02,59,B50,Malaria,0,2.55,0.0
2024-10-02,59,A01,Typhoid Fever,0,2.01,0.0
2024-10-02,59,A90,Dengue Fever,8,2.39,1.9
2024-10-02,60,A15,Tuberculosis,0,3.23,0.0
