region_id,date,disease_code,outbreak_occurred,outbreak_severity,days_until_outbreak,contributing_factors
23679,2024-06-27,A90,0,low,11,poor_air_quality
293,2024-06-02,9734,0,low,7,none
7678,2023-03-12,258869,0,low,11,none
7130,2024-02-01,A90,0,low,7,none
20442,2024-12-04,A90,0,low,8,none
10551,2023-12-16,356188,0,low,9,none
16043,2024-10-11,540951,0,low,8,none
15852,2023-04-24,534358,0,low,10,high_temperature
7139,2024-06-12,240684,0,low,19,high_temperature
16477,2024-04-13,A90,0,low,20,high_temperature
10177,2023-11-21,A90,0,low,9,none
9296,2023-12-08,A90,0,low,18,none
18585,2024-01-30,A90,0,low,12,none
9267,2023-11-20,312833,0,low,14,none
2827,2023-08-10,A90,0,low,17,none
2288,2024-03-18,76701,0,low,17,none
13287,2024-01-28,A90,0,low,16,none
3847,2024-12-14,A90,0,low,13,none
16985,2023-08-11,572406,0,low,16,none
23013,2023-08-11,775357,0,low,16,none
12281,2023-10-12,414167,0,low,13,heavy_rainfall
23126,2023-04-23,A90,0,low,20,high_temperature
755,2023-11-25,A90,0,low,17,none
19334,2023-03-22,A90,0,low,7,none
17844,2024-08-29,A90,0,low,19,none
15244,2023-11-13,514113,0,low,17,none
7946,2024-05-28,267967,0,low,8,high_temperature
7324,2024-08-31,A90,0,low,19,none
15386,2024-09-07,518833,0,low,20,none
6053,2024-02-24,203753,0,low,8,none
3287,2023-07-01,110573,0,low,11,high_temperature
11796,2023-11-14,397826,0,low,12,none
5072,2024-04-13,170764,0,low,16,high_temperature
14180,2023-12-22,478484,0,low,20,none
23700,2023-09-08,A90,0,low,18,none
16100,2024-04-09,542834,0,low,17,high_temperature
11081,2024-09-25,A90,0,low,18,none
3957,2024-07-16,A90,0,low,15,none
2567,2023-03-08,A90,0,low,7,none
23144,2024-06-16,779711,0,low,15,high_temperature
13390,2024-10-03,A90,0,low,19,poor_air_quality
11702,2024-02-11,394706,0,low,15,none
16273,2023-04-05,A90,0,low,10,none
7487,2024-09-24,252438,0,low,13,none
131,2024-09-26,A90,0,low,16,none
21449,2023-10-30,722853,0,low,8,none
19226,2023-05-27,647784,1,low,0,high_temperature
24817,2023-04-01,835671,0,low,10,none
3473,2024-10-07,A90,0,low,20,none
10352,2024-12-10,349438,0,low,8,none
19198,2024-07-28,646888,0,low,15,none
10389,2024-07-07,A90,0,low,20,high_temperature
10924,2024-02-20,368644,0,low,17,none
5832,2023-08-05,A90,0,low,15,none
2324,2024-11-15,78027,0,low,8,none
7185,2024-03-29,242243,0,low,20,none
17220,2023-07-30,580465,0,low,12,none
21152,2023-03-19,A90,0,low,16,none
23475,2024-06-15,790908,0,low,13,none
8648,2024-01-12,291810,0,low,7,none
15887,2024-01-01,535597,0,low,18,none
5234,2023-01-09,A90,0,low,11,none
13172,2024-10-30,444233,0,low,7,none
15321,2023-01-14,516678,0,low,10,none
9529,2023-09-09,321588,0,low,17,none
7697,2023-12-05,259494,0,low,14,none
6900,2023-11-16,A90,0,low,11,none
12267,2024-11-11,413688,0,low,15,none
11468,2024-05-06,386853,0,low,8,high_temperature
22154,2024-02-07,746555,0,low,19,none
18851,2024-10-11,A90,0,low,17,none
12277,2024-09-20,414035,0,low,20,none
13016,2024-02-02,438888,0,low,8,none
3085,2023-07-30,A90,0,low,19,high_temperature
17601,2024-03-04,593276,0,low,9,none
15718,2024-09-03,529906,0,low,17,none
13974,2024-11-19,A90,0,low,14,none
2799,2023-04-24,93990,0,low,8,high_temperature
15984,2024-02-02,538898,0,low,17,none
7797,2024-01-16,A90,0,low,7,none
17521,2024-05-20,590567,0,low,14,high_temperature
10575,2024-03-06,356997,1,low,0,none
23055,2024-04-07,A90,0,low,17,high_temperature
15270,2024-08-15,A90,0,low,11,none
2591,2024-08-12,A90,0,low,12,heavy_rainfall
7403,2023-11-30,249564,0,low,13,none
1634,2024-07-21,54756,0,low,20,none
2791,2024-01-02,A90,0,low,7,none
7790,2024-08-28,262637,0,low,12,none
13701,2024-04-04,A90,0,low,7,high_temperature
5413,2023-12-27,182448,0,low,13,none
6153,2023-07-03,207131,0,low,9,none
590,2024-01-19,19564,1,low,0,none
5879,2024-12-15,198070,0,low,17,heavy_rainfall
4693,2024-10-26,158001,0,low,19,none
23817,2023-08-31,802270,1,low,0,none
19409,2024-06-28,A90,0,low,12,high_temperature
8451,2024-09-05,285054,0,low,13,none
22060,2024-05-24,A90,0,low,13,high_temperature
23637,2024-05-19,796267,0,low,18,"high_temperature,heavy_rainfall"
9207,2023-04-08,310808,0,low,8,high_temperature
19927,2024-02-12,A90,0,low,13,none
11368,2023-01-09,383417,0,low,18,none
6498,2024-11-20,218980,0,low,11,none
3925,2023-01-07,A90,0,low,20,none
20989,2024-12-17,707221,0,low,18,none
2221,2023-04-23,A90,0,low,15,high_temperature
8452,2024-02-28,285082,0,low,17,none
3937,2023-12-29,A90,0,low,9,none
15482,2024-03-13,A90,0,low,18,none
5313,2023-01-28,178979,0,low,15,none
9548,2023-02-22,322230,0,low,15,none
3664,2024-03-14,A90,0,low,13,none
12204,2024-03-09,A90,0,low,19,none
12011,2023-08-28,A90,0,low,12,none
7422,2024-03-06,A90,0,low,15,none
15010,2024-11-18,A90,0,low,10,none
12394,2023-04-08,A90,0,low,19,none
9220,2023-04-10,A90,0,low,8,none
11554,2023-09-03,A90,0,low,16,none
6078,2024-07-24,A90,0,low,20,high_temperature
1726,2024-07-03,57887,0,low,10,high_temperature
15926,2023-11-13,536881,0,low,14,none
9524,2023-10-09,A90,0,low,10,none
23587,2024-01-20,794668,0,low,12,none
13316,2023-03-09,449193,0,low,9,none
20307,2023-10-13,684268,0,low,14,none
11259,2023-03-19,379870,0,low,11,none
17453,2023-10-24,588313,0,low,18,none
7706,2023-08-25,A90,0,low,20,none
23856,2023-08-15,803498,0,low,7,none
2421,2023-07-18,81239,0,low,12,none
15026,2023-08-19,506799,0,low,8,none
6916,2024-05-14,233059,0,low,9,high_temperature
845,2024-11-09,28117,0,low,19,none
8776,2024-04-17,A90,0,low,20,high_temperature
17635,2023-08-14,594401,0,low,13,none
2616,2024-04-02,87801,0,low,19,none
24001,2024-12-31,808389,0,low,20,none
4032,2024-10-18,A90,0,low,12,none
19780,2023-03-30,666449,0,low,13,heavy_rainfall
15228,2024-03-14,A90,0,low,7,none
14618,2023-04-02,A90,0,low,14,none
23694,2023-11-05,798175,0,low,10,none
2586,2023-01-20,86819,0,low,19,heavy_rainfall
20940,2023-05-22,705568,0,low,14,high_temperature
3983,2024-04-29,A90,0,low,20,high_temperature
24726,2024-10-20,832609,1,low,0,none
14836,2023-10-23,500397,0,low,19,none
11121,2023-08-01,375232,0,low,7,none
4759,2023-12-11,160222,0,low,14,heavy_rainfall
23654,2024-03-14,796845,0,low,18,none
5851,2023-01-01,A90,0,low,15,none
2056,2024-07-20,A90,0,low,19,heavy_rainfall
6781,2023-05-22,228628,0,low,12,high_temperature
12279,2023-01-08,414080,0,low,15,none
13031,2024-05-12,A90,0,low,16,high_temperature
21517,2023-07-27,725135,0,low,13,none
15688,2024-11-24,A90,0,low,9,heavy_rainfall
19718,2023-11-17,664411,0,low,18,none
7064,2024-12-14,238099,0,low,8,poor_air_quality
491,2023-06-15,A90,0,low,11,high_temperature
19383,2024-03-05,653127,0,low,9,none
23603,2024-06-24,795174,1,low,0,high_temperature
24889,2024-05-20,A90,0,low,7,high_temperature
15741,2023-06-03,A90,0,low,18,high_temperature
17984,2023-08-21,606099,0,low,16,heavy_rainfall
24004,2023-01-15,808459,0,low,19,none
7211,2024-09-07,243141,0,low,17,none
9117,2024-06-23,A90,0,low,7,high_temperature
13913,2024-01-27,469516,0,low,9,none
3035,2023-01-26,101979,0,low,16,none
1660,2024-11-10,55628,0,low,17,none
23072,2024-08-10,A90,0,low,19,none
12862,2023-02-13,433576,0,low,15,heavy_rainfall
20316,2023-07-03,A90,0,low,10,none
20035,2024-09-09,A90,0,low,8,none
7207,2023-06-13,A90,0,low,15,high_temperature
3204,2023-03-05,A90,0,low,14,none
8215,2023-08-22,276943,0,low,16,none
16985,2024-01-02,A90,0,low,12,none
15881,2024-01-23,A90,0,low,11,none
13194,2023-07-17,A90,0,low,13,none
17995,2023-04-01,A90,0,low,10,none
14035,2023-12-05,473564,0,low,20,none
11091,2024-07-22,A90,0,low,14,none
2187,2024-05-26,73374,0,low,18,high_temperature
20317,2023-03-26,684585,0,low,10,none
12176,2024-03-19,A90,0,low,13,none
4360,2024-09-26,A90,0,low,15,none
24037,2024-11-20,A90,0,low,18,none
864,2024-04-28,A90,0,low,12,none
7522,2024-07-25,A90,0,low,13,none
902,2023-03-11,30048,0,low,7,none
23229,2023-04-13,782604,0,low,10,high_temperature
20388,2023-06-06,A90,0,low,10,high_temperature
6677,2023-12-23,A90,0,low,10,none
4648,2023-02-21,A90,0,low,11,none
10616,2023-08-25,A90,0,low,18,none
21494,2024-06-04,724392,0,low,10,high_temperature
17526,2023-10-01,590709,0,low,16,poor_air_quality
495,2024-04-23,A90,0,low,14,high_temperature
21523,2023-08-02,A90,0,low,9,none
24877,2023-01-08,A90,0,low,20,none
881,2024-07-14,29350,0,low,19,none
1711,2023-02-06,57356,0,low,20,none
12628,2024-01-09,425676,0,low,10,none
20722,2023-05-01,A90,0,low,17,high_temperature
88,2023-09-21,A90,0,low,15,heavy_rainfall
3586,2024-04-21,120732,0,low,9,none
13167,2024-01-09,A90,0,low,20,none
11078,2023-11-11,373816,0,low,18,none
21482,2024-05-04,A90,0,low,15,high_temperature
13735,2023-01-16,A90,0,low,15,none
2527,2023-05-05,A90,0,low,12,high_temperature
16834,2024-08-19,567351,0,low,7,none
14537,2024-09-07,A90,0,low,19,none
17638,2024-06-16,594505,0,low,15,high_temperature
2866,2023-04-02,96183,0,low,12,none
24726,2024-11-19,832611,0,low,18,none
15039,2023-01-02,A90,0,low,13,none
315,2023-03-13,A90,0,low,13,none
21075,2024-12-18,A90,0,low,9,none
10025,2024-12-15,A90,0,low,15,none
4843,2024-01-19,163085,0,low,8,none
3290,2024-03-25,110685,0,low,10,none
1861,2024-03-22,A90,0,low,19,poor_air_quality
19448,2023-12-13,655282,0,low,13,none
7756,2023-01-21,A90,0,low,9,none
20131,2023-04-27,678180,0,low,12,none
5472,2023-06-21,A90,0,low,8,none
24007,2024-02-13,A90,0,low,19,none
15083,2023-11-04,508706,0,low,16,none
5694,2023-07-20,191867,0,low,20,none
15923,2024-04-08,A90,0,low,16,none
14579,2023-06-08,491725,0,low,12,high_temperature
19295,2024-10-24,650163,0,low,17,none
19712,2023-06-14,664206,0,low,7,none
23177,2023-06-29,A90,0,low,16,none
11984,2024-02-13,404239,0,low,13,none
2655,2023-06-17,A90,0,low,7,high_temperature
23184,2023-09-05,A90,0,low,7,none
2186,2024-04-09,A90,0,low,15,none
19415,2023-05-17,A90,0,low,11,high_temperature
10649,2023-08-01,A90,0,low,12,none
23815,2023-09-27,802207,0,low,14,none
14753,2023-03-27,497615,0,low,19,none
6422,2023-01-27,216367,0,low,12,none
13533,2023-11-17,456580,1,low,0,none
19894,2023-08-24,A90,0,low,8,none
10045,2023-08-28,339127,0,low,14,none
11486,2023-03-02,A90,0,low,7,none
888,2023-03-28,29576,0,low,8,none
18005,2024-11-11,606836,0,low,14,none
21508,2024-12-04,724874,0,low,17,none
22380,2024-05-28,754244,0,low,12,high_temperature
17943,2024-04-19,A90,0,low,7,high_temperature
17989,2023-09-06,606268,0,low,17,none
14130,2024-05-16,476778,0,low,8,high_temperature
8840,2024-10-16,A90,0,low,10,none
7833,2024-07-25,A90,0,low,17,high_temperature
23827,2024-03-08,A90,0,low,7,none
21366,2024-05-13,720056,0,low,17,high_temperature
5605,2024-05-21,A90,0,low,10,high_temperature
17542,2024-05-23,591296,0,low,10,high_temperature
1228,2024-11-07,A90,0,low,8,none
139,2024-11-16,4647,0,low,10,none
12637,2024-08-18,426015,0,low,16,none
18869,2024-11-17,635870,0,low,18,none
16804,2023-04-11,566339,0,low,13,none
7506,2023-05-24,253080,0,low,17,high_temperature
4090,2024-10-21,A90,0,low,17,none
16739,2023-09-18,A90,0,low,15,none
7781,2024-06-28,262322,0,low,11,high_temperature
14563,2023-06-20,491155,0,low,13,none
11651,2024-08-13,A90,0,low,19,none
12694,2023-08-16,A90,0,low,7,none
6687,2024-06-08,225466,0,low,15,high_temperature
22009,2024-08-18,741621,0,low,8,none
910,2024-03-18,30331,0,low,9,none
21074,2023-09-22,A90,0,low,8,none
13453,2024-02-27,453876,0,low,11,none
12689,2024-01-23,427758,0,low,9,none
14632,2024-04-10,A90,0,low,9,none
17232,2023-04-08,A90,0,low,10,none
24149,2023-06-18,A90,0,low,18,"high_temperature,poor_air_quality"
3563,2023-01-02,A90,0,low,8,none
8509,2023-06-20,287035,0,low,16,high_temperature
24917,2024-12-16,A90,0,low,8,none
4831,2024-07-31,A90,0,low,19,none
7082,2024-03-10,238718,0,low,10,none
16736,2024-07-24,564142,0,low,19,none
11105,2023-01-02,A90,0,low,17,none
16913,2023-09-21,A90,0,low,9,none
15003,2023-04-17,505997,0,low,17,none
14310,2023-07-22,482845,0,low,13,none
22352,2024-08-24,A90,0,low,11,none
16084,2024-08-07,A90,0,low,15,none
11471,2024-04-25,386955,0,low,9,none
13017,2024-06-10,A90,0,low,17,none
14594,2023-08-14,A90,0,low,16,none
4138,2024-09-28,A90,0,low,9,none
3163,2024-04-02,106322,0,low,10,none
20258,2023-05-22,682574,0,low,9,high_temperature
20272,2024-04-26,A90,0,low,12,none
22220,2024-01-17,A90,0,low,13,none
22174,2024-03-22,747242,0,low,10,none
21010,2024-09-15,A90,0,low,13,none
1979,2023-06-08,A90,0,low,17,high_temperature
7821,2024-03-21,263686,0,low,19,none
3334,2023-01-07,112141,0,low,9,none
24881,2023-03-12,A90,0,low,12,none
14121,2023-04-06,A90,0,low,16,high_temperature
14422,2023-02-12,A90,0,low,7,poor_air_quality
4343,2023-09-22,146284,0,low,18,none
21538,2023-06-27,725810,0,low,10,high_temperature
6691,2023-04-05,A90,0,low,10,none
12799,2023-05-06,A90,0,low,13,high_temperature
12075,2024-11-23,A90,0,low,10,none
19839,2024-02-18,668450,0,low,13,none
17053,2023-09-15,574791,0,low,8,none
6078,2023-10-06,204592,0,low,8,none
17856,2023-07-08,A90,0,low,18,none
11460,2024-03-11,386608,0,low,14,none
20040,2024-12-27,675134,0,low,14,none
533,2023-07-16,A90,0,low,20,none
2212,2023-07-26,A90,0,low,15,"high_temperature,heavy_rainfall"
2655,2024-01-19,A90,0,low,16,none
8247,2023-11-24,A90,0,low,9,none
7968,2023-01-28,A90,0,low,10,none
12856,2023-02-02,A90,0,low,19,none
7521,2024-12-12,A90,0,low,9,none
5351,2024-08-16,A90,0,low,10,none
10948,2024-04-30,369454,1,low,0,high_temperature
12249,2024-10-12,A90,0,low,18,none
14713,2024-09-20,496265,0,low,10,none
8291,2023-04-11,279640,0,low,8,none
12359,2023-04-23,416791,0,low,18,high_temperature
11830,2023-12-06,398985,0,low,11,heavy_rainfall
644,2024-08-01,21332,1,low,0,none
3178,2023-03-26,A90,0,low,13,none
4916,2024-09-30,165556,0,low,15,none
10224,2024-10-24,A90,0,low,11,none
7897,2024-10-22,266326,0,low,19,none
17983,2024-04-11,A90,0,low,16,high_temperature
19750,2024-03-22,665471,0,low,19,none
12085,2023-04-22,407645,0,low,14,none
1382,2024-02-02,46237,0,low,17,none
18483,2024-06-26,A90,0,low,13,"high_temperature,heavy_rainfall"
4243,2024-04-09,142946,0,low,10,high_temperature
1394,2023-01-19,A90,0,low,19,none
24591,2024-11-11,A90,0,low,14,none
12801,2023-02-15,A90,0,low,18,none
17781,2023-08-29,599301,0,low,13,none
16781,2023-08-24,565598,0,low,11,none
14326,2024-05-29,A90,0,low,15,high_temperature
20401,2023-08-20,687402,0,low,8,none
20406,2024-11-02,A90,0,low,14,none
20405,2023-03-01,687543,0,low,15,none
6026,2023-06-15,202874,0,low,12,high_temperature
24635,2024-01-18,A90,0,low,18,none
16544,2023-11-15,A90,0,low,15,none
11973,2024-04-11,403864,1,low,0,high_temperature
16133,2023-08-23,543899,0,low,19,none
21840,2023-03-10,735904,0,low,7,heavy_rainfall
13395,2023-03-30,A90,0,low,11,none
16619,2024-11-09,560201,0,low,9,none
21531,2024-01-04,A90,0,low,15,heavy_rainfall
14667,2023-08-19,A90,0,low,8,none
11700,2024-01-14,394641,0,low,18,none
17620,2024-11-08,593916,0,low,11,none
16834,2024-03-29,A90,0,low,20,none
6009,2024-01-14,202347,0,low,20,none
1635,2024-04-01,54783,0,low,15,high_temperature
24022,2024-02-13,809102,0,low,19,none
5177,2023-02-22,174294,0,low,11,none
21075,2023-06-20,710129,0,low,13,none
1430,2023-03-09,A90,0,low,15,none
285,2024-03-18,A90,0,low,11,none
16579,2024-10-22,558919,0,low,12,none
4523,2023-04-25,A90,0,low,10,none
15468,2024-12-27,A90,0,low,13,none
1644,2024-08-15,A90,0,low,9,none
24047,2023-03-09,A90,0,low,17,none
17936,2024-04-04,A90,0,low,10,heavy_rainfall
23655,2024-02-03,796872,0,low,15,none
6421,2024-03-23,216359,0,low,10,none
15717,2023-11-03,A90,0,low,11,none
22794,2024-06-30,767989,0,low,17,high_temperature
10427,2023-12-25,A90,0,low,16,none
8,2023-09-01,232,0,low,15,heavy_rainfall
1043,2023-03-08,A90,0,low,11,none
5924,2024-11-28,199578,0,low,8,none
3241,2024-02-29,109012,0,low,10,none
4053,2023-01-20,136456,0,low,13,none
12167,2024-09-30,410428,0,low,12,none
24987,2024-05-31,A90,0,low,15,high_temperature
23923,2024-12-15,805726,0,low,18,none
14293,2024-11-18,482313,0,low,16,none
17612,2024-03-21,A90,0,low,14,none
4336,2024-12-03,A90,0,low,7,none
2781,2023-06-08,A90,0,low,14,high_temperature
7673,2024-09-08,A90,0,low,14,none
4468,2024-02-10,150421,0,low,12,none
18027,2024-09-24,607583,0,low,18,none
19996,2024-09-01,673674,0,low,17,none
6942,2023-05-08,233936,0,low,14,high_temperature
2642,2023-12-22,88738,0,low,20,heavy_rainfall
953,2023-05-30,31737,0,low,9,high_temperature
12827,2023-06-05,432449,0,low,14,none
15079,2023-05-20,A90,0,low,18,high_temperature
6650,2023-02-06,224142,0,low,14,none
10582,2024-09-13,A90,0,low,19,none
17572,2024-03-04,592297,0,low,15,none
2218,2024-12-25,A90,0,low,20,none
24858,2024-03-03,837127,0,low,8,heavy_rainfall
6795,2024-02-26,A90,0,low,17,poor_air_quality
2925,2024-09-01,98278,0,low,13,poor_air_quality
7277,2023-12-13,245354,0,low,10,none
16875,2023-09-02,A90,0,low,15,none
22199,2023-08-07,A90,0,low,9,none
16233,2024-11-14,547323,0,low,7,none
18606,2024-02-24,A90,0,low,14,none
23348,2023-04-23,A90,0,low,11,high_temperature
5056,2024-01-21,A90,0,low,20,none
9825,2023-09-13,331747,0,low,14,none
3333,2023-08-05,A90,0,low,12,none
4576,2024-07-06,154110,0,low,15,none
4818,2023-12-29,A90,0,low,18,none
21333,2024-01-11,A90,0,low,9,none
3648,2024-10-03,A90,0,low,7,none
6028,2023-11-26,202954,0,low,16,none
13498,2024-05-07,455450,0,low,7,high_temperature
1151,2023-04-20,38347,0,low,16,high_temperature
7911,2023-12-14,266803,0,low,8,none
1849,2023-06-28,A90,0,low,15,high_temperature
3347,2024-05-24,112572,0,low,14,high_temperature
9667,2024-10-28,326305,0,low,11,none
755,2023-04-15,25007,0,low,11,none
23108,2023-04-25,A90,0,low,9,none
5048,2024-11-09,A90,0,low,10,none
11803,2024-01-24,A90,0,low,18,none
19032,2024-06-12,A90,0,low,16,none
7368,2024-10-10,248401,0,low,18,none
5582,2024-07-05,188105,0,low,16,high_temperature
3826,2023-10-14,128841,0,low,16,none
13874,2024-11-22,468206,0,low,19,none
24388,2023-06-17,A90,0,low,15,high_temperature
23053,2023-11-07,A90,0,low,17,none
20740,2023-02-06,A90,0,low,8,none
7739,2024-04-18,260915,0,low,11,high_temperature
18097,2023-02-07,609957,0,low,14,heavy_rainfall
1592,2023-03-08,A90,0,low,10,none
12295,2024-05-29,A90,0,low,7,high_temperature
15469,2023-01-24,521623,1,low,0,none
19184,2023-06-13,646408,0,low,12,high_temperature
3152,2024-09-23,A90,0,low,11,none
12594,2024-03-19,424516,0,low,14,none
23704,2023-02-26,A90,0,low,15,none
7603,2023-05-05,A90,0,low,7,high_temperature
11166,2023-07-04,A90,0,low,11,none
10030,2024-02-11,A90,0,low,14,none
17078,2023-02-08,A90,0,low,15,none
8509,2023-07-09,287037,0,low,13,high_temperature
21374,2024-03-07,720334,0,low,9,none
18956,2023-09-02,638789,0,low,17,none
12483,2024-05-13,A90,0,low,15,high_temperature
19839,2023-12-25,A90,0,low,19,none
15310,2023-10-20,A90,0,low,15,none
16100,2023-06-27,A90,0,low,20,"high_temperature,poor_air_quality"
21634,2024-05-24,A90,0,low,15,high_temperature
9307,2024-05-03,A90,0,low,12,high_temperature
17438,2023-12-02,A90,0,low,18,none
6824,2023-09-18,230058,0,low,14,none
20657,2024-09-06,A90,0,low,10,none
598,2024-06-13,A90,0,low,14,high_temperature
10880,2024-12-10,A90,0,low,9,none
230,2024-08-21,7655,1,low,0,none
425,2023-06-27,A90,0,low,18,high_temperature
21675,2024-02-21,A90,0,low,20,none
2961,2024-07-26,A90,0,low,17,none
13972,2024-11-19,A90,0,low,7,none
19048,2024-12-28,A90,0,low,10,none
13233,2023-01-02,A90,0,low,7,none
15673,2024-03-07,528413,0,low,9,none
8370,2024-11-11,A90,0,low,8,none
7354,2024-08-02,247918,0,low,11,none
23649,2024-01-23,A90,0,low,17,none
6086,2023-12-12,A90,0,low,8,none
18296,2024-07-31,A90,0,low,15,none
23325,2023-10-22,785849,0,low,20,none
11143,2023-06-26,A90,0,low,13,high_temperature
23368,2023-02-24,787323,0,low,20,none
7982,2024-04-29,A90,0,low,20,poor_air_quality
22668,2023-06-27,A90,0,low,13,high_temperature
17225,2023-06-26,580635,0,low,12,high_temperature
13404,2023-11-11,A90,0,low,16,none
21817,2024-12-15,A90,0,low,15,none
2499,2024-03-16,83813,0,low,9,none
14324,2024-01-15,A90,0,low,8,none
1577,2023-08-10,A90,0,low,13,none
22807,2023-01-07,A90,0,low,8,none
4097,2023-08-29,A90,0,low,20,none
2377,2024-06-24,A90,0,low,9,high_temperature
