region_id,region_name,region_type,parent_city,state,latitude,longitude,population,area_sq_km,hospital_count,sanitation_index
153,Indore_Ward_3,ward,Indore,35,22.733636,75.841809,180154,4.39,37,6.4
154,Indore_Ward_4,ward,Indore,35,22.765961,75.832848,209908,1.14,42,9.2
155,Indore_Ward_5,ward,Indore,35,22.700394,75.834053,194071,2.1,40,6.4
156,Indore_Ward_6,ward,Indore,35,22.753874,75.846117,188048,3.34,38,7.4
157,Indore_Ward_7,ward,Indore,35,22.745907,75.851793,200628,10.93,43,5.5
158,Indore_Ward_8,ward,Indore,35,22.720211,75.852303,195491,10.01,41,8.5
159,Indore_Ward_9,ward,Indore,35,22.697288,75.822714,211778,7.97,44,8.2
160,Indore_Ward_10,ward,Indore,35,22.695363,75.844586,189422,1.43,38,6.8
161,Thāne_Ward_1,ward,Thāne,16,19.218861,72.961335,201327,6.96,40,7.8
162,Thāne_Ward_2,ward,Thāne,16,19.165804,73.003585,182208,13.23,38,9.2
163,Thāne_Ward_3,ward,Thāne,16,19.21305,72.967135,193961,9.84,40,4.6
164,Thāne_Ward_4,ward,Thāne,16,19.206921,72.968763,174014,14.6,35,5.5
165,Thāne_Ward_5,ward,Thāne,16,19.196529,72.987005,194159,7.23,40,5.9
166,Thāne_Ward_6,ward,Thāne,16,19.173929,72.969934,191041,4.61,39,6.4
167,Thāne_Ward_7,ward,Thāne,16,19.187686,72.97048,183284,4.3,37,7.2
168,Thāne_Ward_8,ward,Thāne,16,19.198576,72.93789,202494,7.03,40,5.8
169,Thāne_Ward_9,ward,Thāne,16,19.227055,72.980554,177728,1.51,38,6.0
170,Thāne_Ward_10,ward,Thāne,16,19.204679,72.972151,203121,3.88,41,6.9
171,Vadodara_Ward_1,ward,Vadodara,09,22.297978,73.207376,195481,1.55,39,6.6
172,Vadodara_Ward_2,ward,Vadodara,09,22.314063,73.206506,183655,1.58,37,3.5
173,Vadodara_Ward_3,ward,Vadodara,09,22.317737,73.21505,200408,7.84,41,2.2
174,Vadodara_Ward_4,ward,Vadodara,09,22.280641,73.221005,187261,7.21,38,5.5
175,Vadodara_Ward_5,ward,Vadodara,09,22.316811,73.218034,184963,7.96,39,7.0
176,Vadodara_Ward_6,ward,Vadodara,09,22.321521,73.231861,193861,6.51,40,4.8
177,Vadodara_Ward_7,ward,Vadodara,09,22.319513,73.203072,188428,11.34,39,8.7
178,Vadodara_Ward_8,ward,Vadodara,09,22.323199,73.183568,193108,12.17,40,7.6
179,Vadodara_Ward_9,ward,Vadodara,09,22.30182,73.187547,158933,10.74,33,4.0
180,Vadodara_Ward_10,ward,Vadodara,09,22.286631,73.181658,212143,9.67,43,8.0
181,Bhopal_Ward_1,ward,Bhopal,35,23.255873,77.425412,171653,5.78,35,6.5
182,Bhopal_Ward_2,ward,Bhopal,35,23.275141,77.451685,204714,12.38,43,7.3
183,Bhopal_Ward_3,ward,Bhopal,35,23.269869,77.408514,181695,1.84,37,6.4
184,Bhopal_Ward_4,ward,Bhopal,35,23.254016,77.383883,164167,5.3,35,5.0
185,Bhopal_Ward_5,ward,Bhopal,35,23.28498,77.418352,168972,2.71,34,4.1
186,Bhopal_Ward_6,ward,Bhopal,35,23.235306,77.413911,213028,2.5,44,6.8
187,Bhopal_Ward_7,ward,Bhopal,35,23.254297,77.41394,183848,1.61,39,8.5
188,Bhopal_Ward_8,ward,Bhopal,35,23.255667,77.403702,167198,9.55,34,5.5
189,Bhopal_Ward_9,ward,Bhopal,35,23.249184,77.417918,193257,4.85,40,5.4
190,Bhopal_Ward_10,ward,Bhopal,35,23.24122,77.40847,164800,9.21,33,9.5
191,Rasapūdipalem_Ward_1,ward,Rasapūdipalem,02,17.745756,83.324496,169610,1.33,36,6.3
192,Rasapūdipalem_Ward_2,ward,Rasapūdipalem,02,17.72193,83.288824,171287,14.83,34,9.5
193,Rasapūdipalem_Ward_3,ward,Rasapūdipalem,02,17.717007,83.349002,201805,10.69,41,5.7
194,Rasapūdipalem_Ward_4,ward,Rasapūdipalem,02,17.739134,83.305537,144764,2.11,29,7.3
195,Rasapūdipalem_Ward_5,ward,Rasapūdipalem,02,17.711064,83.301994,162676,8.27,33,6.2
196,Rasapūdipalem_Ward_6,ward,Rasapūdipalem,02,17.720644,83.330247,190630,10.11,39,6.7
197,Rasapūdipalem_Ward_7,ward,Rasapūdipalem,02,17.757633,83.292027,201716,7.51,40,7.1
198,Rasapūdipalem_Ward_8,ward,Rasapūdipalem,02,17.744247,83.31774,182123,3.81,37,5.1
199,Rasapūdipalem_Ward_9,ward,Rasapūdipalem,02,17.764749,83.310084,195520,12.14,40,4.7
200,Rasapūdipalem_Ward_10,ward,Rasapūdipalem,02,17.711234,83.309892,193776,8.29,40,6.7
201,Pimpri-Chinchwad_Ward_1,ward,Pimpri-Chinchwad,16,18.608121,73.810984,181472,10.92,36,7.4
202,Pimpri-Chinchwad_Ward_2,ward,Pimpri-Chinchwad,16,18.597258,73.785955,160601,14.12,33,6.1
203,Pimpri-Chinchwad_Ward_3,ward,Pimpri-Chinchwad,16,18.596603,73.760692,179482,13.87,39,9.5
204,Pimpri-Chinchwad_Ward_4,ward,Pimpri-Chinchwad,16,18.609898,73.827076,182590,5.27,37,7.4
205,Pimpri-Chinchwad_Ward_5,ward,Pimpri-Chinchwad,16,18.594912,73.79669,154860,14.66,33,8.5
206,Pimpri-Chinchwad_Ward_6,ward,Pimpri-Chinchwad,16,18.667968,73.797747,161532,8.04,33,7.3
207,Pimpri-Chinchwad_Ward_7,ward,Pimpri-Chinchwad,16,18.60648,73.800011,173747,14.52,36,7.3
208,Pimpri-Chinchwad_Ward_8,ward,Pimpri-Chinchwad,16,18.560905,73.809615,177663,4.02,38,5.3
209,Pimpri-Chinchwad_Ward_9,ward,Pimpri-Chinchwad,16,18.604897,73.802497,163031,2.7,33,5.9
210,Pimpri-Chinchwad_Ward_10,ward,Pimpri-Chinchwad,16,18.624719,73.791191,173040,14.95,37,5.4
211,Patna_Ward_1,ward,Patna,34,25.604071,85.181404,150846,13.41,31,6.2
212,Patna_Ward_2,ward,Patna,34,25.570678,85.09959,177549,11.77,36,7.6
213,Patna_Ward_3,ward,Patna,34,25.58255,85.083809,159229,8.49,32,7.1
214,Patna_Ward_4,ward,Patna,34,25.593774,85.147216,170443,7.36,35,5.0
215,Patna_Ward_5,ward,Patna,34,25.570219,85.134828,188105,7.66,39,5.2
216,Patna_Ward_6,ward,Patna,34,25.623503,85.131444,157160,10.63,32,8.1
217,Patna_Ward_7,ward,Patna,34,25.592313,85.154057,192187,13.53,40,8.3
218,Patna_Ward_8,ward,Patna,34,25.570254,85.136884,169922,10.52,34,9.1
219,Patna_Ward_9,ward,Patna,34,25.598819,85.126534,154913,5.15,31,8.4
220,Patna_Ward_10,ward,Patna,34,25.607685,85.158786,160826,2.38,34,5.8
221,Kallakurichi_Ward_1,ward,Kallakurichi,25,11.745933,78.985473,147191,2.7,31,5.7
222,Kallakurichi_Ward_2,ward,Kallakurichi,25,11.722123,78.960022,192762,11.47,41,9.2
223,Kallakurichi_Ward_3,ward,Kallakurichi,25,11.744926,78.955043,158260,7.05,33,4.6
224,Kallakurichi_Ward_4,ward,Kallakurichi,25,11.729365,78.953714,173441,5.0,39,7.7
225,Kallakurichi_Ward_5,ward,Kallakurichi,25,11.728816,78.991397,176530,11.87,36,7.6
226,Kallakurichi_Ward_6,ward,Kallakurichi,25,11.740315,78.959856,166680,11.16,34,6.4
227,Kallakurichi_Ward_7,ward,Kallakurichi,25,11.758556,78.959675,173465,9.26,36,9.1
228,Kallakurichi_Ward_8,ward,Kallakurichi,25,11.770018,78.971721,173798,11.66,35,7.9
229,Kallakurichi_Ward_9,ward,Kallakurichi,25,11.728781,78.958858,182208,14.89,36,5.1
230,Kallakurichi_Ward_10,ward,Kallakurichi,25,11.75955,78.950794,172654,11.26,36,4.4
231,Ludhiana_Ward_1,ward,Ludhiana,23,30.935973,75.841594,159718,11.65,32,6.5
232,Ludhiana_Ward_2,ward,Ludhiana,23,30.896342,75.866756,159929,5.58,32,7.1
233,Ludhiana_Ward_3,ward,Ludhiana,23,30.926488,75.846333,189845,13.41,39,5.9
234,Ludhiana_Ward_4,ward,Ludhiana,23,30.945662,75.838772,180772,2.3,37,5.6
235,Ludhiana_Ward_5,ward,Ludhiana,23,30.900755,75.857481,186852,8.85,39,9.5
236,Ludhiana_Ward_6,ward,Ludhiana,23,30.927607,75.842766,148642,1.82,30,6.5
237,Ludhiana_Ward_7,ward,Ludhiana,23,30.925968,75.872896,163319,7.16,33,8.7
238,Ludhiana_Ward_8,ward,Ludhiana,23,30.897704,75.816459,160549,9.38,36,6.3
239,Ludhiana_Ward_9,ward,Ludhiana,23,30.936461,75.865432,158221,12.76,33,5.1
240,Ludhiana_Ward_10,ward,Ludhiana,23,30.886973,75.860763,139048,1.37,28,4.7
241,Nashik_Ward_1,ward,Nashik,16,19.986714,73.806389,120430,14.17,24,6.8
242,Nashik_Ward_2,ward,Nashik,16,20.017929,73.787061,143124,12.24,30,7.1
243,Nashik_Ward_3,ward,Nashik,16,19.99672,73.826405,173292,11.72,35,5.8
244,Nashik_Ward_4,ward,Nashik,16,19.977302,73.796996,159989,14.39,32,8.3
245,Nashik_Ward_5,ward,Nashik,16,19.995267,73.786887,135558,13.69,27,5.3
246,Nashik_Ward_6,ward,Nashik,16,20.015542,73.774896,170787,1.92,35,6.1
247,Nashik_Ward_7,ward,Nashik,16,19.999303,73.768339,122408,13.6,24,5.0
248,Nashik_Ward_8,ward,Nashik,16,20.002212,73.792707,159043,1.73,33,6.6
249,Nashik_Ward_9,ward,Nashik,16,20.013155,73.765874,152967,7.5,33,4.5
250,Nashik_Ward_10,ward,Nashik,16,19.982578,73.774755,151585,8.33,30,8.2
251,Madurai_Ward_1,ward,Madurai,25,9.927576,78.133392,149148,8.61,30,5.9
252,Madurai_Ward_2,ward,Madurai,25,9.897557,78.061103,152960,7.47,32,7.9
253,Madurai_Ward_3,ward,Madurai,25,9.904785,78.121005,167040,7.43,33,6.6
254,Madurai_Ward_4,ward,Madurai,25,9.90643,78.13158,136170,5.62,29,5.7
255,Madurai_Ward_5,ward,Madurai,25,9.911791,78.129758,151215,11.81,30,6.5
256,Madurai_Ward_6,ward,Madurai,25,9.917779,78.104813,147784,7.97,30,7.8
257,Madurai_Ward_7,ward,Madurai,25,9.939768,78.129638,165754,14.5,33,5.6
258,Madurai_Ward_8,ward,Madurai,25,9.882385,78.123543,151876,9.88,31,8.6
259,Madurai_Ward_9,ward,Madurai,25,9.920357,78.136585,153666,12.11,31,5.2
260,Madurai_Ward_10,ward,Madurai,25,9.912304,78.111457,132563,7.16,28,7.1
261,Tirunelveli_Ward_1,ward,Tirunelveli,25,8.73125,77.688625,151069,6.85,33,6.5
262,Tirunelveli_Ward_2,ward,Tirunelveli,25,8.723677,77.703515,160633,11.07,33,9.5
263,Tirunelveli_Ward_3,ward,Tirunelveli,25,8.711313,77.695729,147475,8.57,30,7.0
264,Tirunelveli_Ward_4,ward,Tirunelveli,25,8.753762,77.681439,113117,7.92,24,5.6
265,Tirunelveli_Ward_5,ward,Tirunelveli,25,8.738336,77.667002,135467,5.87,28,5.9
266,Tirunelveli_Ward_6,ward,Tirunelveli,25,8.751763,77.714226,157918,7.6,34,5.9
267,Tirunelveli_Ward_7,ward,Tirunelveli,25,8.703839,77.707554,136913,3.45,28,6.8
268,Tirunelveli_Ward_8,ward,Tirunelveli,25,8.717236,77.699351,163339,8.18,33,8.0
269,Tirunelveli_Ward_9,ward,Tirunelveli,25,8.747994,77.657465,153974,10.31,31,7.5
270,Tirunelveli_Ward_10,ward,Tirunelveli,25,8.732874,77.696808,129709,7.26,28,6.7
271,Agra_Ward_1,ward,Agra,36,27.188389,78.015401,140323,1.59,30,5.1
272,Agra_Ward_2,ward,Agra,36,27.174626,78.031682,145808,12.27,29,7.0
273,Agra_Ward_3,ward,Agra,36,27.201103,78.006135,152435,2.58,32,5.9
274,Agra_Ward_4,ward,Agra,36,27.145626,78.010745,120033,5.2,25,7.7
275,Agra_Ward_5,ward,Agra,36,27.202336,78.050882,141511,12.12,28,6.2
276,Agra_Ward_6,ward,Agra,36,27.184731,78.039908,129743,2.31,30,6.9
277,Agra_Ward_7,ward,Agra,36,27.129265,78.030228,133651,11.83,29,3.8
278,Agra_Ward_8,ward,Agra,36,27.215576,78.042968,166457,4.32,34,7.6
279,Agra_Ward_9,ward,Agra,36,27.178198,77.968615,149072,9.41,32,6.7
280,Agra_Ward_10,ward,Agra,36,27.181219,78.012983,136719,1.64,27,3.2
281,Faridabad_Ward_1,ward,Faridabad,10,28.406836,77.271803,147796,4.93,30,4.6
282,Faridabad_Ward_2,ward,Faridabad,10,28.407141,77.313297,156740,9.01,32,5.6
283,Faridabad_Ward_3,ward,Faridabad,10,28.408037,77.326587,144419,2.59,29,5.4
284,Faridabad_Ward_4,ward,Faridabad,10,28.43276,77.313586,168288,14.9,34,6.4
285,Faridabad_Ward_5,ward,Faridabad,10,28.397072,77.282886,115907,13.71,25,4.1
