region_id,cluster,latitude,longitude,mean_cases,outbreak_rate,population,cases_per_capita,monsoon_ratio
69,2,19.997465,73.812763,8.04566757493188,0.06970027247956403,1637065,0.46317596491391394,0.5433523662446914
70,2,19.976174,73.790442,8.580819082888574,0.07373924409105762,1725109,0.4701537871375668,0.5400350338279535
71,2,19.981207,73.798197,7.645247438412906,0.05973403095705254,1564993,0.45917595079456236,0.5635461518720237
72,2,9.917138,78.130635,3.585232849820046,0.0727996509979278,642524,0.48284403599345554,0.5125100765053919
73,2,9.906298,78.096807,8.520952536646504,0.0540569996185494,1694695,0.4747855505613212,0.5538949536033357
74,2,9.905109,78.111836,7.191661209342938,0.06679764243614932,1379178,0.48619308895501007,0.5534333477511932
75,2,8.730018,77.68958,4.890239250095373,0.06463567496866314,928362,0.4755367516589851,0.5336334863816699
76,2,8.730884,77.671666,6.79240864782443,0.06099221260142678,1330023,0.47498597210145777,0.5528902429247173
77,2,8.728293,77.666655,3.5756023111304915,0.05619753624768342,652133,0.47539495157511924,0.5220963734203266
78,2,27.196417,78.032663,4.952593722755013,0.06615082824760245,947016,0.4730198700645466,0.5364227481268773
79,2,27.162665,78.002603,3.627723311546841,0.05784313725490196,644265,0.48742360739076007,0.5334504399003093
80,2,27.187897,78.020528,7.271628464093211,0.06076114771056786,1418939,0.47873077615975435,0.558666956176671
81,2,28.418966,77.370951,9.946975476839237,0.07400544959128065,1871487,0.5045417736378295,0.56640625
82,2,28.431203,77.327983,4.066724862240166,0.06350591958099187,717236,0.49761939785327197,0.5463241212771667
83,2,28.406511,77.324545,3.904642409033877,0.06153510446784136,724470,0.47359423739297696,0.5366388644396943
84,2,22.294085,70.780381,9.575959023539669,0.07993679163034002,1768420,0.5125164054944642,0.5545553349000506
85,2,22.32633,70.765211,10.145589276957447,0.06413120470767722,1830093,0.5256528714915523,0.5570049891784773
86,2,22.285392,70.794423,3.6856893922892615,0.0642016989762579,606533,0.5216584918594406,0.5188446480017729
87,2,28.602141,76.996154,3.5544969512195124,0.06533101045296168,592456,0.5133173734099369,0.5011180885281054
88,2,28.632626,76.981748,5.865994000545405,0.06266703026997546,1049360,0.5103704670899809,0.5313516931029995
89,2,28.598265,76.983067,7.688303902332679,0.0671462829736211,1396924,0.5136068298946826,0.5381948874994683
90,2,22.838616,86.213101,9.4107931316435,0.07217225402016898,1949173,0.459248347096292,0.538015083235829
91,2,22.772403,86.188247,8.782229965156795,0.06413327526132404,1721611,0.48211335818441997,0.5677285773620229
92,2,22.796113,86.160413,6.0226343059721845,0.059721843468775564,1146464,0.4831775571514448,0.5542263597341206
93,2,29.455255,75.685046,4.830413187053108,0.0587850008187326,940562,0.46421195344949245,0.5260624413835184
94,2,29.442666,75.667292,8.553387474791519,0.0605003542813539,1674160,0.4821091375519412,0.5367488689224496
95,2,29.474162,75.678135,4.4754196642685855,0.056518421626335295,824121,0.4842893586736569,0.5364484387939014
96,2,18.628579,73.83173,4.639498774175974,0.05764096976300735,871305,0.47765622272880026,0.5530830564003805
97,2,18.600129,73.799696,5.971038162120965,0.056943763950133376,1196643,0.4604997799796061,0.529753927226644
98,2,18.619359,73.83504,5.317656045395024,0.06721955477957224,1020444,0.47460257231910064,0.5537383417296821
99,2,19.195081,73.120174,3.320248609748119,0.06367898811470941,581211,0.48740384546757454,0.530254018817425
100,2,19.213776,73.116037,7.261191995201483,0.08173837177599651,1465325,0.4638775969975234,0.5480009612207504
101,2,19.237099,73.137501,8.872576780657809,0.07345894140710085,1884189,0.44716389319050803,0.5276149677482708
102,2,19.217548,73.11855,3.591921171539006,0.06331319070172574,645585,0.48175877620110463,0.5210894045255452
103,2,19.201947,73.090262,7.913405994550409,0.06196185286103542,1568301,0.4743392226313123,0.5365121339834173
104,2,19.213633,73.084243,3.932809344468097,0.0736859341738988,741889,0.46714107732350657,0.5168623532350737
105,2,28.981723,77.716292,5.286072226156109,0.060678686202952234,1056723,0.4569868694714386,0.5135912125958288
106,2,28.970793,77.73803,5.80491660307424,0.06012209745993677,1157829,0.46150284363568017,0.5268643542601739
107,2,28.977743,77.715185,8.378173695107334,0.07191892775416803,1709192,0.4630892517271431,0.5545085645167583
108,2,19.448614,72.814474,3.0512526608809565,0.0687189563888434,503546,0.5055542843264568,0.5258215122623116
109,2,19.44707,72.824104,3.885623943738756,0.06029548056479311,646745,0.5203414744978213,0.5457734128376008
110,2,19.47019,72.833148,9.146173969914978,0.06747329409199913,1891224,0.45932421314302047,0.5380389118970295
111,2,19.243333,82.557704,9.627166684835931,0.06867982121443367,1898575,0.4817015465937446,0.5568024187384286
112,2,19.239416,82.537608,8.238175675675675,0.07018308631211857,1662687,0.4673646356769906,0.5423710876524592
113,2,19.230826,82.55002,6.817939076889543,0.06669936243256498,1295125,0.48869736237896555,0.5442985365697707
114,2,34.075612,74.822979,5.693938733238853,0.07118717976670665,1131137,0.4624943229907681,0.5311788018609638
115,2,34.082385,74.822032,4.893082788671024,0.05588235294117647,940785,0.47013386901915616,0.5155947371936151
116,2,34.079531,74.809474,7.572689144288905,0.05839097990086606,1427276,0.4958297743360666,0.5415240095520327
117,2,28.684932,77.439465,4.4932193235662545,0.06007298077446762,855868,0.4700669259318498,0.5444297644877032
118,2,28.661762,77.45196,9.311494190169658,0.06529921990071463,1827373,0.4831184306395107,0.5548948385962856
119,2,28.670212,77.437198,5.216064519644706,0.05863440684431366,992555,0.4774189418056488,0.5271466031487343
120,2,23.826275,86.445898,4.45913697286695,0.07072027895826523,809023,0.4905417104811374,0.5384389814769561
121,2,23.7825,86.411707,9.516733892946691,0.06382862749373161,1781934,0.5056890354787517,0.5749935565165096
122,2,23.80915,86.439926,8.905572839910485,0.06424321816494732,1820713,0.46365973677017264,0.5258396665849473
123,2,19.877386,75.328801,5.270902645214071,0.06304881374420507,1011672,0.4741418912425671,0.5289881315770413
124,2,19.84622,75.368816,3.925798713335514,0.0514665794351761,723529,0.47670436782863923,0.5410509943339629
125,2,19.865188,75.337439,9.90115994118608,0.059249577955671734,1959432,0.4807713943061038,0.550611607339288
126,2,25.325888,83.030778,4.107798790124803,0.06501716714807347,754507,0.48072149088594984,0.5163781094527363
127,2,25.320354,83.002806,8.133173365326934,0.059660795113704534,1672151,0.4589435869362676,0.5401940471640551
128,2,25.325067,83.023498,7.319539853887253,0.053592847017773414,1558596,0.4413093878127798,0.5176677392444285
129,2,31.600619,74.854228,7.441843971631205,0.0607746863066012,1495464,0.4664375988196039,0.5352026977494319
130,2,31.612377,74.895742,5.596815529745351,0.05899994547139975,1081564,0.47367857600141433,0.5278202667550005
131,2,31.627004,74.89747,5.723833406018317,0.0716855647623201,1075872,0.48677350987338047,0.5437480356955781
132,2,16.502915,80.646532,5.821821549188365,0.06220721211460944,1204323,0.4463481475975173,0.5275267127004623
133,2,16.512291,80.634192,5.390093722755013,0.055143853530950304,984990,0.4967874102761328,0.5675596441568944
134,2,16.51484,80.647933,3.4137029573552637,0.05479004411524427,634697,0.46464092780496774,0.5140395660497766
135,2,23.353512,85.303382,6.870433883172737,0.06668844248462083,1371941,0.4667601407374845,0.5424154543437609
136,2,23.344205,85.324153,8.318048142903823,0.058054678139636204,1724903,0.4558076863758689,0.5406483039473081
137,2,23.344625,85.297805,8.541696170815404,0.07707391470123645,1707310,0.47261931659844764,0.5379293193383413
138,2,23.201106,79.956153,5.885228943213372,0.06675014972505036,1126236,0.47994260021834073,0.550830288172441
139,2,23.199268,79.93855,8.285690950669716,0.06659043885440488,1645322,0.47473709439689155,0.5428845547261066
140,2,23.165306,79.964705,5.399792881670027,0.07101978525099471,1072386,0.46058148780947805,0.5257239757345742
141,2,25.432184,81.834229,9.278964577656676,0.06980926430517712,1902729,0.46331603415423034,0.5284782991719035
142,2,25.460269,81.816068,7.2757944078050905,0.05941025780781599,1480188,0.46043853059288453,0.5375608659824705
143,2,25.449906,81.871363,8.25074838077614,0.06351711750938878,1741289,0.4480963271260589,0.5429178320755713
144,2,17.68866,83.216168,6.905882352941177,0.07734204793028322,1398866,0.4607404766631024,0.5303368482487204
145,2,17.660287,83.229082,5.309015679442509,0.053734756097560975,1045587,0.46343190691257047,0.5377113734015607
146,2,17.678986,83.197377,5.999509803921568,0.06258169934640523,1207789,0.4587521231576017,0.5360047933764253
147,2,26.242713,73.026248,7.028310104529616,0.06347996515679442,1384085,0.47357867672873294,0.5406864605684099
148,2,26.272545,73.010121,8.508015267175573,0.06444929116684842,1631243,0.4914396920117842,0.550224945205655
149,2,26.244494,72.996949,3.6427520034890692,0.06427520034890694,643903,0.4896810475947898,0.5146812331637234
150,2,26.233721,78.177905,5.671754060830699,0.05935898833533195,1018590,0.5070449459436164,0.5264715775311134
151,2,26.229909,78.174075,5.285270218683536,0.06271472978131647,1000265,0.4803633868825725,0.5454976939030304
152,2,26.225135,78.149383,5.120852176755844,0.06740042499863783,957104,0.4844227414479412,0.5420922710248552
153,2,10.012954,77.485437,4.622799847419759,0.06457413764917443,851879,0.48564994578299964,0.5405733550227503
154,2,10.027057,77.500841,4.447638267699356,0.0651249045489255,843441,0.4714272824373073,0.5303026586873344
155,2,10.016135,77.466493,6.092544146500981,0.07265097013298452,1154221,0.4857632065242873,0.540966301985025
156,2,22.578603,88.341839,9.764728323069377,0.06539865932748379,1999494,0.4650991297459949,0.5434828713987521
157,2,22.607791,88.3449,5.828806270752817,0.06880409340808884,1132464,0.47293927212095577,0.5370463756747166
158,2,22.561574,88.314534,8.453499154530082,0.056728304150984565,1686846,0.47309612325461076,0.5294588299059872
159,2,21.243011,81.653859,8.93878440992096,0.07157263559553012,1887310,0.44979315808409154,0.538885128336474
160,2,21.226825,81.628195,6.851526717557252,0.05877862595419847,1380927,0.4626512122175672,0.5405226885673813
161,2,21.249206,81.606949,6.578029642545771,0.06909328683522233,1259563,0.48383411747346544,0.5526130499250338
162,2,10.828791,78.694454,7.284312121707836,0.06619772070450952,1413282,0.4813585387064563,0.5482678084857922
163,2,10.838035,78.697621,8.288645765295014,0.06177879381667755,1628630,0.4794921854471468,0.550545048594694
164,2,10.830223,78.701471,8.677387701700829,0.05544047099869167,1742509,0.4709549696474117,0.5487847014995697
165,2,25.156989,75.838237,3.756494744294973,0.06704427863406133,681745,0.4805268654478088,0.524690463073042
166,2,25.182447,75.845117,7.425744193653909,0.06400610620433976,1474564,0.4716063744410458,0.5561363836598044
167,2,25.162973,75.849115,8.057575097953853,0.05626904658249891,1536635,0.4923257230814356,0.5732404924797558
168,2,18.513651,73.859945,6.165830789358918,0.05271478412559965,1244121,0.4587258728461886,0.5350597222099428
169,2,18.52923,73.866957,8.964058160431302,0.05870500462887328,1750227,0.48448423682236297,0.555859982503888
170,2,18.52347,73.845495,7.563838482916462,0.06326630701324179,1583445,0.4493071340564415,0.5349375022513598
171,2,17.663566,75.898547,6.780073036463727,0.06480623535182864,1352341,0.4668375427302353,0.5424253386390129
172,2,17.650009,75.907567,9.60313913564772,0.07057605319090958,1854556,0.49132074679097043,0.543706621114699
173,2,17.700991,75.910969,3.853865852994061,0.060589549392469896,695147,0.4846733815249333,0.5297959876150485
174,2,30.744009,76.80647,5.936437908496732,0.05860566448801743,1142160,0.4779124998789795,0.5320017615648568
175,2,30.734605,76.785085,8.142639206712433,0.06581671570229923,1613423,0.47522644476655407,0.5465001906979545
176,2,30.725244,76.797093,7.248583877995642,0.06481481481481481,1451572,0.46717676511277867,0.5313521433670211
177,2,11.101657,77.239464,2.1437755380005448,0.04385725960228821,428160,0.40589509580440486,0.488869123252859
178,2,11.084084,77.244953,1.9221005610938606,0.041619000926077246,449606,0.3497233583865279,0.47671815218931557
179,2,11.144238,77.370123,1.8364221083614958,0.047694320287801156,303859,0.45471862911597755,0.4600795441054256
180,2,26.135787,91.749774,2.024648271349111,0.03937179627004035,325060,0.476320583293914,0.45670500148132187
181,2,26.104078,91.755973,1.42289426278727,0.04776461597248758,205318,0.46603680843817596,0.4056086239306403
182,2,26.175055,91.74341,1.852580522099297,0.043108616273366394,421205,0.3554418169624806,0.4531976231099606
183,2,15.315431,75.079703,1.1872410032715377,0.03991275899672846,78587,0.6647969915343993,0.3613777267508611
184,2,15.358671,75.179308,1.7687574866601328,0.050800392028748774,384427,0.3651236381663559,0.4134396355353075
185,2,15.347361,75.207777,1.1404990193942035,0.043419045543691435,56430,0.729079472859556,0.34524264424914025
186,2,12.416626,76.689977,1.4284701003928415,0.04081187254474029,228628,0.4346769296568891,0.4119624169276602
187,2,12.246048,76.629733,1.6062142273098936,0.039247751430907606,300467,0.40108528975168833,0.43021006549699664
188,2,12.367697,76.573768,1.1648507300065374,0.04189365874918283,88840,0.6168453346783189,0.3608941682645092
189,2,11.583832,78.183528,1.2512524504465259,0.03975168808538445,128222,0.5482611012288587,0.38395926715696943
190,2,11.630855,78.12408,1.4236262538159616,0.04988006977758395,180123,0.5082146963355245,0.4104763363455353
191,2,11.62414,78.11218,2.03227562183639,0.04468513579709356,464575,0.3599655708871966,0.4728709159078736
192,2,28.334962,77.060582,1.8090904136465202,0.04779552019183607,282113,0.47344382778040006,0.45053620918182913
193,2,28.448153,76.980972,1.470626774404892,0.039473684210526314,210107,0.47423204713369643,0.4254371310836396
194,2,28.471966,77.040029,2.095889664195377,0.04404709986916703,438019,0.3895568119704652,0.4818196004993758
195,2,20.297456,85.784972,1.36345818815331,0.04110409407665505,188750,0.47219331191456626,0.3950888400878419
196,2,20.374576,85.914831,1.7562452274462748,0.04434384204210756,339402,0.39968985745314656,0.45260869565217393
197,2,20.239279,85.86238,1.7379058618435388,0.037371976465460886,411429,0.33981371057244286,0.4566798319854555
198,2,19.314218,72.921762,1.53014541691629,0.0436795381515168,201049,0.5082712172823328,0.4223021070615034
199,2,19.313216,73.013594,1.2180598724030753,0.03713397677081629,87318,0.6502631206841175,0.3691302206902726
200,2,19.243273,73.072197,1.8927735119533846,0.05309589936284921,377710,0.3962181055354472,0.46941711260716956
201,2,31.292968,75.58154,1.9160167966406718,0.04084637617930959,335507,0.4399508610976797,0.4727195104596556
202,2,31.295462,75.617183,1.9487794245858763,0.04288360941586748,483392,0.33404287761674417,0.4747099119250664
203,2,31.35205,75.651248,1.5390144296215627,0.03898720392050095,211277,0.4944195779391226,0.4182557933840439
204,2,28.654708,77.016149,1.6068841566363488,0.040084962692663796,280242,0.4225951253770885,0.42440264361972546
205,2,28.761777,77.037581,1.6117134295832198,0.04211386543176246,261030,0.44642091504396303,0.41901027582477013
206,2,28.767622,77.146787,1.8398560994222173,0.04055379919328464,279511,0.4847965143097874,0.4396681973041031
207,2,9.98355,76.246076,1.7276841703473471,0.03936964938110039,435107,0.3228670472162291,0.45204355373204985
208,2,9.950746,76.250717,1.3770652707345001,0.0380064343748296,170022,0.5099826202066869,0.4028509206097802
209,2,9.981159,76.37044,1.171482993197279,0.03346938775510204,60876,0.7281900303322304,0.34914293677707064
210,2,19.28806,72.898451,1.8515897212543555,0.044642857142857144,352119,0.40953592334194217,0.4552644732586516
211,2,19.199664,72.800666,1.7053435114503817,0.03718647764449291,391578,0.3469120895260532,0.44428813505131565
212,2,19.35415,72.808893,2.0593562465902893,0.04648117839607201,356881,0.4507423698053299,0.46965482529338526
213,2,28.869016,77.081925,1.675916857111764,0.04630536511045816,296420,0.42276294261433933,0.4329404889451641
214,2,28.897291,77.097661,1.246168948028576,0.03921033975023177,104840,0.6083621109297872,0.36942061963941886
215,2,28.778741,77.150068,1.9224536407635,0.04948610582413399,309768,0.46915660587539776,0.4222272508697989
216,2,8.510969,77.011606,1.6787739965095987,0.05099258289703316,338409,0.3829241636256552,0.4555111587564565
217,2,8.494593,76.961651,1.5497031428727055,0.04880440111117163,219488,0.48505832546847005,0.41515534936032616
218,2,8.43093,76.90839,2.3045964491885416,0.0399193987583052,482499,0.39563955460671035,0.4810482536981899
219,2,27.885028,78.050757,1.6246049907377138,0.03530565544295521,292208,0.41422025831643255,0.42969247795030013
220,2,27.864074,78.116097,1.8236926593023888,0.04287968656472765,376439,0.38277568782202726,0.46054005669103387
221,2,27.867956,78.025702,1.146455579130624,0.03373048256351668,77059,0.6474991833968473,0.3529942108759609
222,2,28.34541,79.404038,1.4097316714744461,0.038371523431121754,201010,0.46833383325286404,0.40965948575399586
223,2,28.41026,79.499452,1.1840200293909542,0.03913351113046318,65135,0.717001259206682,0.3700758446334176
224,2,28.285169,79.445718,1.7074952303079858,0.0428454619787408,422130,0.3270249229709049,0.433072625698324
225,2,28.749994,78.851642,1.5319925877479834,0.03973185088293002,263904,0.42098811437851286,0.42572038420490926
226,2,28.847957,78.909019,1.2417780201799837,0.045704935914916825,111586,0.5868904465229191,0.37797004699371956
227,2,28.8444,78.813128,1.8576334005559492,0.039297977871041584,425706,0.3533597487104863,0.458586392042954
228,2,18.010843,79.605436,1.9928116320862603,0.04051625551380494,487635,0.33912405355131336,0.4672222981281596
229,2,18.094101,79.650601,2.0317200784826683,0.03302812295618051,339021,0.46278425826615777,0.4935218219372837
230,2,18.009194,79.588335,1.8575010902747493,0.03554295682511993,316464,0.4460172044341766,0.46265590608950846
231,2,26.7168,83.362601,1.39375612945407,0.03781192110711561,194833,0.47272731663486445,0.39125166132436867
232,2,26.893215,83.395088,1.8886346300533943,0.032690421706440015,462990,0.3354650402411045,0.4578104716572912
233,2,26.75838,83.347546,1.5819797231004034,0.03908208873868963,206529,0.5160946347981442,0.44066979051819183
234,2,16.342352,80.341253,1.6902621110566183,0.04021579205492889,306712,0.4155918957534123,0.4272542635159096
235,2,16.235242,80.392536,1.4517606017660525,0.03575711326719721,230944,0.4386725856235655,0.40833489769100806
236,2,16.224602,80.444253,1.3906173377649431,0.03465373508418242,218704,0.4363350751057229,0.40602593738980525
237,2,11.921523,79.816154,1.4504033137126662,0.04670808807499455,250787,0.4134712271870583,0.40679367226543417
238,2,11.974032,79.821929,2.066361556064073,0.034379426827939416,440439,0.3823487120774173,0.4906267302976771
239,2,12.026258,79.886118,2.2504764497685814,0.04829839368363736,397964,0.4519355716012767,0.4823256151556943
240,2,20.88247,77.775833,1.7825802226588081,0.04131194062431783,309694,0.4351003975305492,0.45657431501607226
241,2,20.919886,77.694674,1.9590034345526903,0.042686583437823694,359424,0.42640424413019135,0.4555725615695005
242,2,20.933365,77.757913,1.451145038167939,0.03996728462377317,280847,0.38103097521260215,0.4006387375540109
243,2,28.018316,73.313744,1.3380965366784838,0.05148622852467957,125578,0.5931857435913449,0.3890768290197677
244,2,28.011878,73.322702,1.1998254323277509,0.035895477606240796,89231,0.63405331701875,0.365674016822005
245,2,28.015982,73.287779,2.1931353854535547,0.03802778534459275,413176,0.4273651506410188,0.4863871224165342
246,2,10.009309,76.127252,2.1447561972214655,0.044837918823208936,496872,0.3593326872799303,0.47005181873602925
247,2,10.002184,76.15655,1.5751566330700082,0.04113320621084173,216021,0.4984341651567485,0.4497630823504998
248,2,9.954372,76.247479,1.1753851178487833,0.030428392575254478,68821,0.6962315812895217,0.3578771881078077
249,2,21.138814,81.389609,1.3217533351483801,0.03757146746528723,200669,0.43960412784436714,0.39658084449021624
250,2,21.191095,81.425021,1.2614076214359702,0.0431772338221665,101612,0.625660983193446,0.37642076148493886
251,2,21.255974,81.492078,1.760108991825613,0.04250681198910082,282615,0.46002090660993766,0.43837270503730763
252,2,20.429746,85.842854,1.1669478152037873,0.044022419328508464,74112,0.6702282526211791,0.35601044483819827
253,2,20.438744,85.903739,1.580836692450158,0.0425427606493082,246524,0.4561983275184859,0.4260216387568052
254,2,20.447436,85.867809,1.6423671602787457,0.04241071428571429,346709,0.36765929503966693,0.42853354547865286
255,2,19.270508,72.881973,1.2107987359703607,0.040372670807453416,91402,0.6325946102811677,0.3678005759539237
256,2,19.31728,72.809406,1.3209789066332371,0.02943260478552352,176264,0.47815817719038206,0.38540248380575154
257,2,19.264615,72.844283,1.5931880108991825,0.0382016348773842,291775,0.40665892690936956,0.4245792858120126
258,2,21.679381,72.241544,1.1751430907604252,0.037448896156991006,54926,0.7585189643832703,0.3559998144626374
259,2,21.736734,72.20576,1.9518098560837331,0.030418665503706935,405263,0.3862958214006831,0.44122329283619605
260,2,21.828658,72.065655,1.550695391328061,0.04237796563948732,231175,0.46824047447061556,0.41912566384131117
261,2,16.790359,74.65191,1.7010135135135136,0.046207497820401046,272460,0.4566969643756413,0.4485553206483439
262,2,16.766707,74.536924,1.2857764955636601,0.03766806379620053,154447,0.5053219317043078,0.3839217678435357
263,2,16.827134,74.584127,1.516709371422341,0.036689745406967234,249944,0.43341488107306914,0.4268205017611962
